time,Actinomyces,Schaalia,Bifidobacterium,Rothia,Nocardiopsis,GGB9358,Olsenella,Collinsella,Adlercreutzia,Eggerthella,GGB9365,Gordonibacter,Bacteria_unclassified,Bacteroides,Phocaeicola,Barnesiella,Coprobacter,Butyricimonas,Odoribacter,Leyella,Paraprevotella,Segatella,Alistipes,Parabacteroides,Candidatus_Saccharibacteria_unclassified,Gemella,Macrococcoides,Staphylococcus,Granulicatella,Enterococcus,Vagococcus,Lacticaseibacillus,Lactiplantibacillus,Lactobacillus,Leuconostoc,Limosilactobacillus,Weissella,Lactococcus,Streptococcus,Negativibacillus,GGB2653,GGB51129,GGB3109,GGB3304,GGB3363,GGB115571,GGB143928,GGB4552,GGB4566,GGB4584,GGB4605,GGB9062,GGB9088,GGB9189,GGB101111,GGB9290,GGB9534,GGB52130,GGB9559,GGB9715,GGB9747,GGB51884,GGB9790,GGB13404,GGB9499,GGB3612,GGB9758,GGB3653,Guopingia,GGB79395,Acutalibacter,Anaeromassilibacillus,GGB9760,Agathobaculum,Clostridiaceae_unclassified,Clostridium,GGB3550,Lactonifactor,Pilosibacter,Eubacterium,GGB3267,Eubacteriales_Family_XIII_Incertae_Sedis_unclassified,GGB2980,Lentihominibacter,Zhenpiania,Candidatus_Cibionibacter,Evtepia,Flintibacter,Gemmiger,Intestinimonas,Bittarella_ex_Durand_et_al_2017,Brotocaccenecus,Dysosmobacter,Faecalibacterium,Flavonifractor,GGB13493,GGB9237,GGB9469,GGB9602,GGB9619,GGB9621,GGB9634,GGB9646,GGB9667,GGB9699,GGB9708,GGB9730,Hominenteromicrobium,Hominilimicola,Hydrogenoanaerobacterium,Lawsonibacter,Massiliimalia,Merdimmobilis,Neobittarella_ex_Bilen_et_al_2018,Neopoerus,Oscillibacter,Oscillospiraceae_unclassified,Pseudoflavonifractor,Pusillibacter,Ruminococcus,Ruthenibacterium,Vescimonas,Yanshouia,Anaerotignum,GGB3819,Agathobacter,Anaerobutyricum,Anaerostipes,Anthropogastromicrobium,Blautia,Brotaphodocola,Butyribacter,Coprococcus,Diplocloster,Dorea,Eisenbergiella,Enterocloster,Faecalicatena,Fusicatenibacter,GGB33858,GGB3444,GGB3593,GGB3828,GGB42666,GGB49409,GGB51441,GGB51512,GGB74412,GGB74505,Gallintestinimicrobium,Hominiventricola,Lachnospira,Lachnospiraceae_unclassified,Mediterraneibacter,Oliverpabstia,Oribacterium,Roseburia,Simiaoa,Waltera,Wansuia,Wujia,Monoglobus,Emergencia,Mogibacterium,GGB4456,Intestinibacter,Peptostreptococcus,Romboutsia,Faecalibacillus,Erysipelotrichaceae_unclassified,Faecalicoccus,Holdemanella,Holdemania,Solobacterium,Turicibacter,Acidaminococcus,Phascolarctobacterium,Megamonas,Allisonella,Dialister,Megasphaera,Veillonella,Parvimonas,Fusobacterium,Agrobacterium,Oxalobacter,Mesosutterella,Parasutterella,Sutterella,GGB6606,Citrobacter,Cronobacter,Enterobacter,Escherichia,Klebsiella,Raoultella,Haemophilus,Pyramidobacter,Bilophila,GGB9813,Akkermansia,Saccharomyces
12,0.00079,0,0.17563,0,0,0.059,0,0.32808,0.17956,0,0,0.00537,0.04038,7.19812,27.10697,0.28868,0.06164,0.12891,0.3942,0,1.00969,0.01115,1.29357,0.45768,0,0,0,0,0,0.1183,0,0,0,0,0.00562,0,0.32748,0.02059,0.12264,0.07663,0.00358,0.02073,0.04317,0,0.05638,0.11123,0.3335,0.2458,0.00366,0.83486,0.00484,0,0,0,0,0,0,0,0,0.54934,0.00822,0.00302,0.007,0,0,0,0.09588,0.14722,0,0.00641,0,0,0.06105,0.56614,0.49112,1.84571,0.03624,0,0.40572,0.50622,0.43847,0,0,0,0.00478,0.21121,0.2086,0.05077,0.1536,0.01447,0,0,1.25616,5.9372,0.01582,0,0.00124,0,0.01642,0.01191,0,0.02159,0.00222,0,0.0226,0.00454,0.04154,0.04535,0.74434,0.02,0.00606,0,0.00176,0,0.03497,0.99685,0.10258,0,0.00445,1.87526,0.00642,0.08365,0,0.12274,0.00623,2.1967,1.1241,1.00289,0.55556,5.88331,0.47308,0.25515,1.49014,0,1.4133,0,0.00677,0.13083,2.70881,0.00141,0.00034,0.03121,0.02645,0,0,0.02188,0.00332,0.44887,0,0.11006,0.1263,0.45235,0.22678,0.88671,0.59165,0,6.7368,0.1006,0.70055,0.00178,0.79193,0.00454,0,0,0,0,0,0.01468,0.59615,0,0,0,0.00102,0,0,0.00223,0.26596,9.4292,0.04922,0.2894,0.1822,0,0,0,0,0,0.15276,0.30064,0.00151,0,0,0,0,1.36387,0,0.00103,0,0,0.23461,0.34983,0,0
13,0.00289,0,0.33014,0,0,0.16527,0.00084,0.49134,0.38773,0.00052,0,0.01972,0.11164,5.08239,17.66495,0.31438,0.07183,0.11475,0.2707,0,0.70498,0,2.10541,0.30442,0,0,0,0,0,0.02062,0,0,0,0,0,0,0.08237,0.00378,0.20248,0.08728,0.03564,0.04266,0.03615,0,0.02032,0.02117,0.22498,0.19681,0.00739,0.50777,0.00564,0,0,0,0,0,0,0.00525,0.00827,0.30889,0.04575,0.02772,0.01862,0.00237,0.00135,0,0.28531,0.05961,0,0.00177,0.00179,0,0.10553,0.34812,0.36655,1.85224,0.03738,0,0.41128,1.21065,1.24748,0,9e-04,0.0042,0.03861,0.08075,0.33618,0.02909,0.13902,0.04176,0,0,0.93754,7.08467,0.02877,0,0.00164,0,0.0272,0.00848,9e-05,0.0421,0.00834,0,0.0294,0.00735,0.02249,0.0822,0.36446,0.03354,0.01929,0,0.00658,0,0.04185,1.64679,0.43787,0.00118,0.01352,5.05725,0.0311,0.12899,0,0.12908,0.02244,4.3555,1.43449,0.77083,0.57285,5.77372,0.25807,0.12099,2.46793,0.00041,1.28324,0,0.01047,0.10907,3.36061,0.00399,0.0021,0.03187,0.02704,0,0.00313,0.03526,0.00322,0.28131,0,0.21713,0.10131,0.40076,0.26799,0.8865,0.69562,0,10.63716,0.14276,0.98038,0.00849,0.62552,0.00208,0.00058,0,0,0,0,0.14354,0.58075,0,0.00046,0,0.00165,0,0,0,0.43572,7.28262,0.0782,0.60309,0.39342,0,0,0,0,0,0.08682,0.33451,0,0,0,0,0,0.19678,0,0,0,0,0.35319,0.76732,0,0
14,0.00458,0,0.29636,0,0,0.08364,0,0.45626,0.30809,0.00234,0,0.01322,0.12651,7.13812,21.70609,0.44123,0.12173,0.10353,0.29975,0,1.33493,0,2.27768,0.60675,0,0,0,0,0.0038,0,0,0,0,0,0,0,0.23117,0,0.24769,0.09443,0.02873,0.02861,0.04059,0,0.00767,0.00453,0.05659,0.11109,0.01155,0.20561,0.0019,0,0,0.00242,0,0,0,0.00377,0,0.42336,0.05934,0.03286,0.03593,0.00357,0.00185,0,0.11512,0.01752,0,0.00195,1e-04,0,0.08645,0.2,0.39537,1.44851,0.05275,0,0.41414,4.28815,1.2346,0,0.00102,0.00693,0.0499,0.0596,0.29354,0.0446,0.12907,0.04443,0,0,1.03204,5.87105,0.04846,0,0.00911,0,0.05323,0.00853,0.00888,0.03087,0.00408,0,0.05513,0.0069,0.02365,0.07094,0.05619,0.02848,0.02264,0,0.00853,0,0.0449,2.25857,0.21673,0,0.01863,4.64269,0.02871,0.19876,0,0.15101,0.0248,4.62079,0.9534,0.57988,0.31581,4.36346,0.13854,0.01691,2.08917,0,1.17931,0,0.00435,0.08634,2.7074,0.00258,0.00238,0.03097,0.03407,0,0.00013,0.01862,0.00073,0.16246,0,0.12775,0.08362,0.18522,0.42653,0.81924,0.36738,0,7.14873,0.14056,0.54962,0.00622,0.62739,0,0.00026,0,0,0,0,0.04217,0.67725,0,0,0,0.00276,0,0,0,0.42752,6.66001,0.06617,0.98506,0.5833,0,0,0,0,0,0.28285,0.38819,0,0,0,0,0,0.03478,0,0,0,0,0.36673,0.92826,0,0
15,0.00342,0,0.3844,0,0,0.03715,0,0.36707,0.17149,0,0,0,0.06143,4.76945,28.65573,0.18975,0.10071,0.04352,0.19216,0,1.01683,0,1.20006,0.65662,0,0,0.00147,0,0,0.6997,0,0,0,0,0.33071,0,0.11792,0.17066,0.26257,0.01996,0.00379,0.00741,0.02462,0,0.39553,0.00265,0.01954,0.10768,0.00064,0.10163,0,0,0,0,0,0,0,0,0,0.20281,0.00969,0.02707,0.01293,0,0,0,0.11854,0.04215,0,0,0,0,0.08662,0.19541,0.23603,1.60056,0.01611,0,0.23162,1.21525,0.55889,0,0,0,0.0047,0.1277,0.12847,0.00976,0.12052,0.00455,0,0,0.58713,5.3747,0.01446,0,9e-05,0,0.0181,0.0027,0.0025,0.00751,0.00033,0,0.02241,0.00143,0.04784,0.08983,0.03434,0.0091,0.00401,0,0,0,0.029,0.7778,3.6477,0,0.00435,2.21942,0.00151,0.05825,0,0.05193,0.00846,3.11685,0.96006,0.99333,0.182,3.88814,0.31,0.02396,0.9402,0,0.86497,0,0,0.06992,1.78751,0,0,0.01018,0.03473,0,0,0.01073,0.0013,1.23394,0,0.16954,0.07041,0.49324,0.27753,0.69131,0.22324,0,5.47358,0.08553,0.53766,0,0.29756,0,0,0,0,0,0,0.03601,0.49597,0,0,0,0,0,0,0,0.11577,12.22789,0.04381,0.54893,0.71017,0,0,0,0,0,0.12017,0.23375,0,0,0.00035,0.07724,0.3251,0.959,2.77901,0,0,0,0.117,0.37623,0,0.00565
16,0.00151,0,0.4554,0,0,0.08599,0,0.31226,0.49451,1e-04,0,0.0048,0.07618,5.95774,26.4524,0.17723,0.05858,0.01207,0.15086,0,0.80689,0.03368,1.24323,1.03487,0,0,0,0,0.00524,0.10331,0,0,0,0,0.0118,0,0.0111,0.04711,0.16143,0.00205,0,0.00112,0.02439,0,0.31573,0,0.02056,0.08806,0,0.2932,0,0,0,0,0,0,0,0.00036,0,0.06909,0,0,0.00783,0,0,0.00282,0.08286,0.04197,0,0,0,7e-04,0.04516,0.3924,0.1016,1.58391,0.00905,0,0.18054,0.77431,2.9916,0,0,0,0.00239,0.17057,0.09328,0.00421,0.13124,0,0,0,0.09191,5.63971,0.01161,0,0,0,0.0096,0,0,0,0,0,0.00017,0,0.06283,0.23058,0.66609,0,0.00213,0,0,0,0.00327,0.42115,1.09199,0,0,1.42191,0.00159,0.00957,0,0.02158,0.00127,4.17382,0.85461,0.75601,0.37039,4.87935,0.21652,0.02594,1.56474,0,1.07323,0,0,0.28345,4.64781,0,0,0.01325,0.0061,0,0,0.02332,0,0.21109,0,0.37256,0.02759,0.14325,0.4117,0.47521,0.35673,0,11.03329,0.06454,0.3523,0.00126,0.15728,0,0,0,0,0,0,0.00893,0.67421,0,0.00065,0,0,0,0,0,0.07226,8.95432,0.08184,0.91823,0.37671,0.00744,0,0,0,0,0.07191,0.11545,0,0,0,0,0,0.52444,0.0736,0,0.018,0,0.10853,0.68189,0,0
17,0.01034,0.00907,1.93684,0.00262,0,0.03143,0,0.63396,0.07395,0,0,0,0,1.35811,17.3306,0.00938,0.00122,0,0,0.00172,0.15289,0.06364,0.05976,0.36989,0,0,0,0,0.00202,1.19267,0,0,0,0,0.00214,0,0.03095,0.00036,0.31088,0,0,0,0.06339,0,1.51911,0,0.01882,0.06165,0,0.07472,0,0,0,0,0,0,0,0,0,0.00976,0,0,0,0,0,0.01339,0.00911,0,0,0,0,0,0.01218,0.44809,0.04344,1.84145,0,0,0.28829,0.34893,0.13697,0,0,0,0,0.36368,0,0.00408,0.10887,0,0,0,0.03652,9.19314,0,0,0,0,0,0,0,0,0,0,0,0,0.08973,0.13021,0.07635,0,0,0,0,0,0.00965,0.04435,0.04726,0,0,0.14794,0,0.00029,0,0,0,2.73906,1.05258,0.85501,0.27386,7.92129,0.4501,0.01952,1.78914,0,1.75582,0,0,0.6311,9.06596,0,0,0.01955,0.00638,0,0,0.02551,0.00092,0.49009,0,0.33809,0.03079,0.26117,0.29572,0.7491,0.59358,0,16.41866,0.00699,0.06175,0,0.00316,0,0,0,0,0,9e-05,1.52817,0.81691,0,0,0,0,0,0,0.0015,0.02323,11.02528,0.21796,0.28871,0.8311,0,0,0.00042,0,0,0.00111,0.25589,0,0,0,0,0,0.01741,0.00565,0,9e-05,0,0.00404,0.40176,0,0
18,0.00139,0.00189,2.53903,0,0,0.05411,0,0.74508,0.20778,0,0,0.00163,0.00642,2.08197,15.24364,0.07742,0.01444,0,0.00969,0.00072,0.32367,0.02217,0.57639,0.59959,0,0,0,0,0.00244,0.03215,0,0,0,0,0,0,0,0,0.13975,0,0,0,0.0101,0,0.88099,0,0.23661,0.16367,0,0.40949,0,0,0,0,0,0,0,0,0,0.15624,0,0,0.0112,0.00257,0.0013,0.04098,0.06196,0.00995,0,0,0,8e-05,0.01608,0.55262,0.08011,1.17608,0,0,0.16258,1.18737,1.13949,0,0,0,0.00018,0.34241,0.00617,0.01728,0.09684,0,0,0,0.16478,10.53453,0,0,0,0,0.0028,0,0,0,0,0,0,0.00119,0.07127,0.71966,0.32957,0,0,0,0,0,0.01755,0.25625,0.15491,0,0,1.64781,0,0.01371,0,0.00107,0,3.49653,0.78273,1.09953,0.25545,5.33139,0.15408,0.10438,1.67615,0,1.20978,0,0,0.5231,6.81001,0,0,0.01268,0.01185,0,0,0.01888,0.00147,0.12976,0,0.75398,0.04831,0.19922,0.15006,0.41111,0.45067,0,13.16656,0.0132,0.10307,0,0.04616,0,0,0,0,0,0,0.07832,0.4824,0,0,0,0,0,0,0,0.00918,16.19035,0.10184,0.99466,0.91182,0.00017,0,0,0,0,0.20642,0.13862,0,0,0,0,0,0.00425,0,0,0.01625,0,0.0161,0.53066,0,0
19,0.00492,0.00024,2.1299,0,0,0.04016,0,0.68726,0.15229,0,0,0,0.00467,1.27491,16.47865,0.0245,0,0,0,0,0.38759,0.05594,0.12703,0.74347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83837,0,0,0,0.01014,0,0.98293,0,0.09842,0.15426,0,0.13365,0,0,0,0,0,0,0,0,0,0.12006,0,0,0,0,0,0.05788,0.02711,0,0,0,0,0,0.00943,0.61924,0.03069,0.70593,0,0,0.18722,0.61952,0.9836,0,0,0,0,0.38221,0,0.00138,0.09429,0,0,0,0.05982,8.84098,0,0,0,0,0,0,0,0,0,0,0,0,0.03977,0.50264,0.21165,0,0,0,0,0,0.00424,0.18473,0.06024,0,0,0.36092,0,0.00322,0,0,0,1.6453,0.63627,1.30758,0.33462,5.43722,0.12372,0.04418,1.58249,0,0.89997,0,0,0.7616,9.2666,0,0,0.0149,0.00685,0,0,0.01828,0,0.34474,0,0.81371,0.01419,0.19106,0.39825,0.42698,0.46484,0,9.48143,0.00149,0.03162,0,0,0,0,0,0,0,0,0.56648,0.57619,0,0,0,0,0,0,0.00268,0.00546,22.0853,0.20905,0.77026,2.05169,0,0,0,0,0,0.17871,0.12629,0,0,0,0,0,0.01428,7e-04,0,0,0,0,0.72895,0,0
20,0.00646,0.00693,2.83696,0,0,0.06751,0,1.13699,0.12552,0.00273,0,0.0102,0.01947,1.81067,16.21389,0.03674,0.0123,0,0.03567,0,0.4379,0.00995,0.44529,1.3219,0,0.00082,0,0,0.00357,0,0,0,0,0,0,0,0,0.00074,0.7378,0,0,0,0.05627,0,0.62266,0,0.43411,0.12398,0,0.37794,0,0,0,0,0,0,0,0,0,0.23032,0,0.00026,0.00279,0.00338,0.00313,0.17641,0.07066,0.00647,0,0,0,0,0.02724,0.64934,0.08405,0.73634,0,0,0.22614,1.32676,0.88359,0.00268,0,0,0,0.5063,0,0.01428,0.22233,0,0,0,0.15288,10.89842,0.00411,0,0,0,0,0,0,0,0,0,0.00147,0,0.08748,1.19334,0.26369,0,0,0,0,0,0.01973,0.13409,0.11931,0,0,1.39404,0,0.04321,0,0,0,1.63841,0.58647,1.58873,0.44503,6.58553,0.14187,0.11094,1.20142,0,1.42304,0,0,1.31494,13.02467,0,0,0.01541,0.01157,0,0.00196,0.04186,0.00351,0.75847,0,1.50116,0.06011,0.42233,0.22008,0.71373,0.84162,0,8.64375,0.00761,0.05638,0,0.0011,0,0,0.00154,0,0,0,0.09354,1.18586,0,0,0,0,0,0,0,0.00823,8.56475,0.06701,0.65565,0.79329,0.02751,0,0,0,0,0.18745,0.08091,0,0,0,0,0.00158,0.0055,0.00298,0,0.0372,0,0.00797,0.5381,0,0
21,0,0.00321,2.49343,0,0,0.06908,0,0.88292,0.15092,0.00075,0,0.00764,0.0642,1.62402,11.12679,0.05616,0.01793,0,0.04005,0,0.4366,0.00571,0.86596,1.19603,0,0,0,0,0.00814,0.01837,0,0,0,0,0,0,0,0.16855,0.11042,0,0,0.00443,0.03582,0,0.18818,0,0.81546,0.25681,0,0.97627,0,0,0,0,0,0,0,0,0,0.1996,0,0.01014,0.00342,0.00205,0.00909,0.09858,0.10686,0.01038,0,0,0,0,0.02093,0.55351,0.09499,1.31358,0,0,0.18482,2.51841,1.21198,0.00848,0,0,0.00153,0.20296,0.0165,0.00195,0.19223,0,0,0,0.13229,10.66255,0.00216,0,0,0,0,0,0,0,0,0,0.00062,0.00182,0.07992,1.4446,0.21915,0,6e-04,0,0,0,0.00995,0.31354,0.26323,0,0,3.56282,0,0.0188,0,0.00401,0,2.15902,0.68437,1.58639,0.27083,5.66641,0.08744,0.10476,1.93283,0,1.30106,0,0,0.70344,6.73015,0,0,0.01122,0.00815,0,3e-04,0.04108,0.00115,0.15273,0,1.14305,0.08296,0.16494,0.10997,0.35501,0.42104,0.00067,19.91336,0.0251,0.15974,0.00034,0.00094,0,0,0.00246,0,0,0,0.16069,0.87884,0,0,0,0,0.00346,0,0,0.0106,7.27814,0.10459,1.09883,0.8684,4e-04,0.00054,0,0,0,0.11789,0.09429,0,0,0,0,0,0.00347,0.00213,0,0.03642,0,0.00826,0.41029,0,0
22,0.00412,0.01461,2.00178,0,0,0.03541,0,0.9033,0.18292,0,0,0.00275,0.03208,1.15649,15.35152,0.02356,0.00579,0,0.01344,0,0.18231,0,0.30868,0.76986,0,0,0,0,0.00204,0.12734,0,0,0,0,0,0,0,0.30426,0.22218,0,0,0.00176,0.03097,0,0.1346,0,0.33112,0.18993,0,0.87531,0,0,0,0,0,0,0,0,0,0.18032,0,0.00447,0.00019,0,0.01139,0.04831,0.03998,0.00644,0,0,0,0,0.02554,0.58854,0.05823,1.36158,0,0,0.4221,1.06945,0.7349,0.00048,0,0,0,0.0965,0.00229,0.0291,0.17828,0,0,0,0.18902,9.90951,0.00294,0,0,0,0,0.00143,0,0,0,0,8e-05,0,0.07806,0.98277,0.362,0.00131,0,0,0,0,0.04743,0.19752,0.12601,0,0,3.56873,0,0.02008,0,0.0063,0,2.28018,0.58428,1.01427,0.25769,5.00811,0.14453,0.55471,1.19419,0,1.20202,0,0,0.60197,7.69464,0,0,0.00593,0.01717,0,0,0.04861,0.0025,0.42679,0,0.86374,0.06785,0.44984,0.10523,0.30717,0.38612,0,22.15696,0.01471,0.14138,0,0,0,0,0,0,0,0,0.13027,0.60093,0,0,0,0,0,0,0,0.00633,7.26447,0.11094,0.60919,1.10749,0,0,0,0,0,0.67603,0.09263,0,0,0,0,0,0.00192,0,0,0.0057,0,0.00381,0.30027,0,0
23,0.00669,0.00472,4.51815,0,0,0.01147,0,0.93498,0.05411,0,0,0,0,0.70663,11.04294,0.01029,0,0,0,0,0.09701,0.00963,0.14918,0.29979,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00173,0.57619,0,0,0,0.01491,0,0.07306,0,0.14794,0.11062,0,0.97431,0,0,0,0,0,0,0,0,0,0.0791,0,0,0,0,0.00039,0.06412,0.03927,0,0,0,3e-04,0,0.01443,0.69966,0.06374,0.71935,0,0,0.40379,0.89659,0.35944,0,0,0,0,0.12252,0,0.01209,0.15403,0,0,0,0.18506,11.76478,0,0,0,0,0,0,0,0,0,0,0,0,0.06129,0.66145,0.15211,0,0,0,0,0,0.02822,0.07385,0.02801,0,0,1.04607,0,0.03439,0,0,0,2.82819,0.53826,1.40536,0.24446,5.93549,0.15431,0.9854,0.81065,0,1.1722,0,0,0.4708,9.576,0,0,0.00681,0.00445,0,0,0.06126,0.00114,0.97637,0,0.4649,0.05628,0.43075,0.11362,0.38773,0.49718,0,21.49333,0.01241,0.25854,0,0,0,0,0,0,0,0,0.01198,0.48161,0,0,0,0,0,0,0,0.00811,11.23221,0.06226,0.24749,0.82968,0,0,0,0,0,0.56611,0.05292,0.00053,0,0,0,0,0,0,0,0.01435,0,0,0.19847,0,0
24,0.00019,0,3.07137,0,0,0.00328,0,0.24834,0.13154,0,0,0,0.02653,3.30705,24.53346,0.04706,0.03094,0,0.04284,0,0.68992,0.05609,0.45855,2.01387,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00445,0.61574,0,0,0,0.00492,0,0.05238,0.00023,0.09204,0.07904,0,0.59717,0,0,0,0,0,0,0,0,0.00011,0.6631,0,0.00867,0,0.00406,0,0.08286,0.0413,0.05016,0,0,0,0,0.00565,0.78129,0.13348,1.28714,0,0,0.42499,1.25492,0.68616,0,0,0,0,0.14765,0,0.05767,0.10354,0,0,0,1.12085,7.48495,0.00884,0,0,0,0,0.00462,0,0,0,0,0,0,0.03109,1.01584,0.22547,0.00822,0,0,0,0,0.10577,0.22398,0.05076,0,0,1.94993,0,0.04003,0,0.01415,0,1.27903,1.38075,1.23146,0.20338,3.14193,0.08043,0.32918,0.83182,0,0.80259,0,0,0.48493,5.02064,0,0,0.00096,0.01865,0,0,0.02203,0,0.43479,0,0.65132,0.05302,0.34674,0.07104,0.27397,0.43818,0,18.50508,0.0063,0.15041,0,0,0,0,0,0,0,0,0.00185,0.47619,0,0,0,0,0,0,0,0.01059,7.13668,0.1094,0.28666,1.01957,0.01511,0,0,0,0,0.78485,0.08107,0,0,0,0,0,0.00442,0.00252,0,0.00618,0,0.00065,0.18134,0,0
25,0.00773,0.00815,2.21441,0,0,0.01777,0,0.51537,0.22263,0.00277,0,0.00665,0.06198,2.82659,13.41495,0.06887,0.06409,0.01121,0.09277,0.00199,0.38753,0.04585,1.12339,1.32002,0,0,0,0,0,0.00515,0,0,0,0,0.0014,0,0.00464,0.0589,0.33607,0,0.01058,0.01639,0.02553,0,0.07361,0.00051,0.2245,0.16798,0,0.50063,0,0,0,0.00014,0,0.01213,0,0,0.00281,0.92381,0.03314,0.02606,0.04127,0.00883,0.04186,0.12594,0.14061,0.02646,0,0.00294,0,0.00051,0.02821,0.96377,0.12324,1.51702,0,0,0.40119,3.3692,0.79374,0,0,0,0.00612,0.18807,0.01685,0.11339,0.14031,0,0,0,1.80008,8.53793,0.02736,0,0,0.00017,0.01396,0.0053,0,0,0,0.00081,0.05292,0.01072,0.04634,2.53136,0.59849,0.01356,0.00565,0.00116,0,0.00103,0.06745,0.7567,0.58886,0.00454,0,4.45836,0.01036,0.15195,0,0.02835,0,1.4415,1.07315,1.01401,0.40899,3.53573,0.05317,0.48552,1.23428,0,0.74147,0,0.00103,0.61583,5.93114,0,0.00094,0.00216,0.02856,0,5e-05,0.03736,0.00203,0.29179,0,0.99704,0.05768,0.60266,0.12716,0.25969,0.55827,0,19.17813,0.00944,0.24205,0.01141,0,0,0,0,0,0,0,0.04051,0.50796,0,0,0.00071,0,0,0,0,0.0351,4.61738,0.11764,0.84963,1.13101,0.00515,0,0,0,0,0.52404,0.07657,0,0,0,0,0.00173,0.12445,0.00854,0,0.00032,0,0.05042,0.36491,0,0
26,0.00404,0.00123,1.37725,0,0,0.0385,0,0.72737,0.26439,0.00192,0,0.01465,0.14074,3.61277,15.48683,0.1656,0.07829,0.08638,0.28098,0,0.41543,0.03654,2.87556,2.86335,0,0,0,0,0,0.0012,0,0,0,0,0.0016,0,0.01654,0.26739,0.11086,0,0.02471,0.04019,0.04556,0,0.15683,0.00397,0.39975,0.24855,0,0.8617,0,0.00016,0,0.00875,0,0.01179,0.00306,0.00337,0.00464,0.64282,0.33197,0.0389,0.04182,0.01009,0.15019,0.0674,0.34458,0.03582,8e-04,8e-04,0,0.00826,0.03045,0.71444,0.15225,1.80253,0,0,0.21273,1.28184,1.15732,0,0.01649,0.01841,0.05067,0.19562,0.11497,0.13759,0.12939,0.0103,0,0.00012,1.26888,9.04715,0.06339,0.00029,0,0,0.02854,0.00858,0,0.01155,0.00366,0.00063,0.06346,0.03859,0.04016,3.37816,0.33664,0.02576,0.00724,0.00132,0.00819,0.00208,0.07825,1.69543,0.85029,0.0094,0.00891,4.15605,0.03653,0.3073,0,0.07632,0,1.37293,0.79741,1.18821,0.23502,3.12509,0.03528,0.14197,1.39673,0.00129,0.73761,0,0.00329,0.55741,6.34023,0.01871,0.00358,0.00372,0.01395,0,0.00063,0.02862,0.00029,0.17652,0,0.935,0.0515,0.51056,0.10165,0.19932,0.45116,0,13.3716,0.01131,0.36014,0.01339,0,0,0,0,0,0,0,0.04882,0.50723,0,0,0,0.00028,0,0,0.00633,0.02671,2.79913,0.08395,1.04901,1.40801,0.00198,0,0,0,0.00932,0.50236,0.0963,0.00095,0,0.00435,0,0.00076,0.31826,0.00224,0,0.00281,0,0.2674,0.7459,0,0
27,0.02096,0.00734,3.67784,0,0.00091,0.03028,0,0.76004,0.05068,0,0,9e-05,0.00261,0.94881,13.08093,0.00865,0.00256,0,3e-04,0.00116,0.12073,0.02446,0.06808,0.28765,0,0.00014,0,0,0,0,0,0,0,0,0,0,0.00408,0.00689,0.39624,0,0,0,0.03258,0,1.56218,0.01583,0.30208,0.16304,0,1.16729,0,0,0,0,0,0,0,0,0,0.08697,0,0,0,0,0,0.17405,0.0177,0,0,0,0.00096,0,0.00269,0.56675,0.0712,1.01129,0,0,0.26354,0.44905,0.47051,0.00102,0,0,0,0.16117,0,0.00452,0.05436,0,0,0,0.11166,7.66294,0,0,0,0,0,0,0,0,0,0,0,0,0.06367,0.55666,0.33742,0,0,0,0,0,0.02737,0.01994,0.01395,0,0,1.14363,0,0.00438,0,0,0,1.01227,0.46814,1.61858,0.40058,5.08442,0.1662,0.77734,0.47377,0,1.11064,0,0,0.58904,10.86393,0,0,0.00274,0.01574,0,0.00094,0.0636,0.0082,2.32886,0,0.41452,0.04893,1.69941,0.09069,0.36983,0.83494,0,17.96065,0.00518,0.22336,0,0,0,0,0,0,0,0,0.22078,1.29064,0,0,0,0,0,0,0,0.01215,14.21937,0.09704,0.1898,0.90766,0.00518,0,0,0,0,0.14941,0.04262,0.00092,0.00129,0,0,0.00415,0.02012,0,0,0.01554,0,0.00037,0.16383,0.00476,0
