time,g__Abiotrophia,g__Acetatifactor,g__Acinetobacter,g__Actinomyces,g__Actinomycetospora,g__Adhaeribacter,g__Adlercreutzia,g__Agathobaculum,g__Akkermansia,g__Alcaligenes,g__Aliarcobacter,g__Alistipes,g__Aliterella,g__Alkanindiges,g__Alloiococcus,g__Alloprevotella,g__Amedibacillus,g__Anaerobutyricum,g__Anaerococcus,g__Anaerofilum,g__Anaerofustis,g__Anaeroglobus,g__Anaeromassilibacillus,g__Anaerostipes,g__Anaerotignum,g__Anaerotruncus,g__Angustibacter,g__Aquabacterium,g__Aquirickettsiella,g__Arenimonas,g__Asprobacter,g__Atopobium,g__Avispirillum,g__BX12,g__Bacillus,g__Bacteroides,g__Bariatricus,g__Barnesiella,g__Bifidobacterium,g__Bilophila,g__Bittarella,g__Blautia,g__Borkfalkia,g__Bosea,g__Brachybacterium,g__Bradyrhizobium,g__Brevibacterium,g__Brevundimonas,g__Bulleidia,g__Burkholderia,g__Butyribacter,g__Butyricicoccus,g__Butyrivibrio,g__C7867-002,g__CAG-1024,g__CAG-127,g__CAG-1427,g__CAG-196,g__CAG-238,g__CAG-269,g__CAG-274,g__CAG-302,g__CAG-41,g__CAG-533,g__CAG-83,g__CAJLXD01,g__Campylobacter,g__Caproiciproducens,g__Catenibacillus,g__Caulobacter,g__Cellulosilyticum,g__Cellvibrio,g__Centipeda,g__Cetobacterium,g__Christensenella,g__Chryseobacterium,g__Chryseotalea,g__Cloacibacterium,g__Clostridioides,g__Clostridium,g__Cnuella,g__Cohnella,g__Collinsella,g__Comamonas,g__Coprobacillus,g__Coprobacter,g__Coprococcus,g__Copromonas,g__Copromorpha,g__Corynebacterium,g__Cuneatibacter,g__Cupriavidus,g__Cutibacterium,g__DTU014,g__Dellaglioa,g__Dermabacter,g__Devosia,g__Dialister,g__Dielma,g__Dietzia,g__Dolosigranulum,g__Dorea,g__Dysosmobacter,g__ER4,g__Eggerthella,g__Eisenbergiella,g__Emergencia,g__Emticicia,g__Enterocloster,g__Erysipelatoclostridium,g__Eubacterium,g__Evtepia,g__Exiguobacterium,g__Ezakiella,g__F0422,g__Faecalibacillus,g__Faecalibacterium,g__Faecalibaculum,g__Fenollaria,g__Ferruginibacter,g__Fimenecus,g__Finegoldia,g__Flavobacterium,g__Flavonifractor,g__Fructilactobacillus,g__Fructobacillus,g__Fusicatenibacter,g__Fusobacterium,g__G11,g__GCA-2753745,g__GCA-900066905,g__GWC2-73-18,g__Gemmiger,g__Gordonibacter,g__Haemophilus,g__Harryflintia,g__Herbaspirillum,g__Holdemanella,g__Holdemania,g__Hydrogeniiclostridium,g__Hymenobacter,g__Intestinibacter,g__JC017,g__Jeotgalicoccus,g__Kandleria,g__Labilithrix,g__Labrys,g__Lachnoanaerobaculum,g__Lachnospira,g__Lacticaseibacillus,g__Lactobacillus,g__Lactococcus,g__Lacunisphaera,g__Lancefieldella,g__Lawsonella,g__Lawsonibacter,g__Leptotrichia,g__Leuconostoc,g__Ligilactobacillus,g__Limiplasma,g__Limivicinus,g__Limivivens,g__Limosilactobacillus,g__Longibaculum,g__Longicatena,g__Luteibacter,g__Marmoricola,g__Massilia,g__Massilicoli,g__Massiliimalia,g__Massilioclostridium,g__Mediterraneibacter,g__Meiothermus,g__Merdicola,g__Merdisoma,g__Methanobrevibacter,g__Methylobacterium,g__Micrococcus,g__Microvirga,g__Microvirgula,g__Mogibacterium,g__Monoglobus,g__Morganella,g__Murdochiella,g__Muribaculum,g__Muricomes,g__Mycobacterium,g__NSJ-61,g__Nanosynbacter,g__Nanosyncoccus,g__Negativibacillus,g__Neisseria,g__Nemorincola,g__Neobittarella,g__Nesterenkonia,g__Niameybacter,g__Nitrosomonas,g__Nocardioides,g__Novosphingobium,g__Obscuribacter,g__Odoribacter,g__Olegusella,g__Oliverpabstia,g__Onthenecus,g__Onthomonas,g__Oribacterium,g__Paenarthrobacter,g__Palsa,g__Paludicola,g__Parabacteroides,g__Paraburkholderia,g__Paralachnospira,g__Paramuribaculum,g__Parvimonas,g__Pauljensenia,g__Pediococcus,g__Pedobacter,g__Peptidiphaga,g__Peptoniphilus,g__Phascolarctobacterium,g__Phocaeicola,g__Phocea,g__Photobacterium,g__Phycicoccus,g__Pirellula,g__Planktophila,g__Polynucleobacter,g__Porphyromonas,g__Prevotella,g__Propionibacterium,g__Proteus,g__Pseudaeromonas,g__Pseudobutyricicoccus,g__Pseudoduganella,g__Pseudoflavonifractor,g__Pseudomonas,g__Pseudoruminococcus,g__Psychrobacter,g__Pyramidobacter,g__QAKW01,g__RUG13038,g__RUG13077,g__Ralstonia,g__Reyranella,g__Rhodococcus,g__Roseburia,g__Rothia,g__Rubneribacter,g__Ruminiclostridium,g__Ruminococcus,g__Ruthenibacterium,g__SBAT01,g__SFDB01,g__SFLA01,g__SIO2C1,g__SKOZ01,g__Scatavimonas,g__Scatomonas,g__Sediminibacterium,g__Sellimonas,g__Solirubrobacter,g__Sphingomicrobium,g__Sphingomonas,g__Sphingopyxis,g__Sphingorhabdus,g__Staphylococcus,g__Stercorousia,g__Stoquefichus,g__Streptococcus,g__Sulfurospirillum,g__Tenuibacillus,g__Tepidimonas,g__Terrisporobacter,g__Thermoanaerobacterium,g__Thermophilibacter,g__Tumebacillus,g__Turicibacter,g__Turicimonas,g__UBA10103,g__UBA1179,g__UBA12499,g__UBA1258,g__UBA1259,g__UBA1394,g__UBA1417,g__UBA1573,g__UBA1822,g__UBA5026,g__UBA5905,g__UBA644,g__UBA737,g__UBA738,g__UBA9414,g__UMGS1071,g__UMGS1375,g__UMGS1449,g__Urbifossiella,g__Urinicoccus,g__Vagococcus,g__Veillonella,g__Vermiphilus,g__Vescimonas,g__Vibrio,g__Vitreoscilla,g__WQUU01,g__WRAI01,g__Weissella,g__Xanthomonas,g__Zag
10,0,0,0,0,0,0,0,1515,0,0,0,147,0,0,0,0,0,4,0,0,4,0,0,9106,30,0,0,0,0,0,0,0,0,0,0,13345,177,0,651,89,0,1871,0,0,0,0,0,0,3,0,59,0,0,0,0,0,1048,0,0,0,132,0,572,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,50,494,56,0,0,0,0,0,0,0,0,0,23,0,0,158,305,0,199,0,0,0,0,0,187,0,0,0,0,5370,36742,0,0,0,0,0,0,0,0,0,785,0,0,0,0,0,4914,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,193,0,0,4,0,10,0,0,0,14,0,0,0,208,0,0,0,0,0,0,0,0,0,134,0,0,139,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,441,0,0,148,0,0,0,0,0,0,1851,30047,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,70,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862,0,0,0,0,0,0,0,0,51,0,0,0,0,0,581,0,2,0,0,0,0,3,0,0
12,0,0,157,0,0,0,0,919,0,0,0,471,0,0,0,0,0,20,0,0,0,2,2,3311,13,0,0,0,0,0,0,0,0,2,0,20238,128,0,311,586,2,2360,0,0,0,22,0,0,0,0,234,0,0,0,0,0,186,0,0,0,185,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,22,508,19,0,0,0,0,0,0,0,0,0,4,0,0,76,1029,39,42,0,0,0,0,0,296,14,0,0,0,2508,28843,0,0,0,0,0,0,0,0,0,588,0,0,0,0,0,3746,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,248,0,4,0,0,2,0,37,0,9,0,2,0,53,0,0,0,0,0,0,0,0,0,89,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,35,0,0,0,0,0,0,0,0,2579,0,0,1743,0,0,0,0,0,0,2674,27048,0,0,0,0,0,0,0,2,0,0,0,0,0,20,0,0,0,2,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,4,0,0,31,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1577,0,0,0,0,0,0,0,0,18,0,0,0,0,0,33,0,19,0,0,0,0,7,0,0
13,0,0,2,0,0,0,0,6646,0,0,0,310,0,0,0,0,0,95,0,0,3,0,6,17321,222,0,0,0,0,0,0,0,0,8,0,17571,376,0,624,300,8,6755,0,44,0,0,0,0,0,0,144,0,0,0,0,0,719,0,0,0,1415,0,2145,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,677,886,97,0,0,0,0,0,0,0,0,0,24,0,0,394,604,19,247,0,0,0,32,3,500,19,0,0,0,9568,51014,0,0,0,0,3,0,0,0,2,3092,0,0,0,0,0,8774,17,0,0,0,0,154,0,0,14,0,0,0,0,0,0,756,0,0,10,0,3,0,127,0,7,0,15,0,330,0,0,0,0,0,0,0,7,0,740,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,1505,0,16,2098,0,2,0,0,0,3,2496,26390,11,0,0,0,0,0,0,2,0,0,0,0,0,33,4,0,0,0,0,0,0,0,0,0,71,0,0,5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,79,0,0,0,0,0,138,0,0,0,0,0,0,8,0,0
14,0,0,42,0,0,0,0,2587,0,0,0,35,0,0,0,0,0,38,0,0,0,0,0,5215,101,0,0,0,0,0,0,0,0,0,0,9793,254,0,108,125,0,2459,0,0,0,0,0,0,0,0,1278,0,0,0,0,0,578,0,0,0,665,0,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,176,890,11,0,0,0,0,0,0,0,0,0,6,0,0,223,143,0,66,0,0,0,0,5,519,8,0,0,0,4297,23745,0,0,0,0,0,0,0,0,0,799,36,0,0,0,0,3526,5,0,0,0,0,77,0,0,0,0,0,0,0,0,0,1175,0,0,4,0,0,0,28,0,18,0,0,0,114,0,0,0,0,0,0,0,0,0,80,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1598,0,2,125,0,0,0,0,0,2,3047,33135,7,0,0,0,0,0,0,3,0,0,0,0,0,25,0,0,0,0,0,0,0,13,0,0,46,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,60,0,0,0,0,0,638,0,0,0,0,0,0,7,0,0
15,0,0,31,0,0,0,0,1129,0,0,0,65,0,0,0,0,0,62,5,0,0,0,0,9787,52,0,0,0,0,0,0,0,0,0,0,10436,223,0,573,91,0,3873,0,0,0,19,0,0,0,0,589,0,0,0,0,0,288,0,0,0,1606,0,934,0,0,0,27,0,0,0,0,0,0,0,0,0,0,35,0,388,0,0,0,0,0,0,43,884,17,0,0,7,0,0,0,0,0,0,0,0,0,158,174,1,20,0,0,0,4,0,214,0,0,0,0,4831,40946,0,0,0,0,8,0,0,0,0,1105,7,0,0,0,0,3336,0,162,0,0,0,25,0,0,0,2,0,0,0,0,0,1133,0,2,8,0,2,2,6,0,17,0,0,0,287,0,0,0,0,0,0,0,0,0,673,0,0,41,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1158,0,1,171,0,0,0,0,0,9,1085,30221,0,0,0,0,0,0,2,24,0,0,0,0,0,22,0,0,0,0,0,0,0,26,0,0,41,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,509,0,0,0,0,0,0,0,0,27,0,0,0,0,0,4012,0,6,0,0,0,0,23,0,0
16,0,0,0,0,0,0,0,2412,0,0,0,448,0,0,0,0,0,42,0,0,0,0,0,6271,78,4,0,0,0,0,0,0,0,0,0,26252,235,0,540,458,5,4405,0,0,0,0,0,0,0,0,487,0,0,0,0,0,1063,0,0,0,655,0,1533,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,146,0,0,0,0,3,0,147,571,69,30,0,0,0,0,0,2,0,0,7,0,0,223,422,115,186,0,0,0,0,0,605,29,0,0,7,4061,37330,0,27,0,0,0,0,0,0,0,875,2,0,0,2,0,5496,6,0,0,0,0,126,0,0,0,0,0,0,0,0,0,874,0,0,0,0,0,3,40,0,3,0,1,0,210,0,0,0,0,0,0,2,3,0,257,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,1412,0,0,2070,0,0,0,0,0,6,3253,41255,23,0,0,0,0,0,0,23,0,0,0,0,0,31,0,0,0,3,0,0,0,0,0,0,50,0,0,5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4396,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1911,0,77,0,0,0,0,10,0,0
17,0,0,5,0,0,0,0,1682,0,0,2,113,0,0,0,0,0,79,0,0,0,0,0,5572,14,0,0,0,0,0,0,0,0,0,0,9242,214,0,569,306,0,5974,0,0,0,0,0,0,0,0,417,0,0,0,0,0,543,0,0,0,58,0,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,31,0,0,0,0,32,1354,51,174,0,0,0,0,0,0,0,0,9,0,0,543,218,0,167,0,0,0,1,0,133,11,0,0,0,10351,27945,0,0,0,0,0,0,0,0,0,1381,0,0,0,0,0,5803,0,0,0,0,0,32,2,0,0,0,0,0,0,0,0,201,0,5,7,0,4,0,22,0,52,0,0,0,183,0,0,0,0,0,29,0,0,0,176,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1617,0,0,129,0,0,0,0,0,2,1566,33217,4,0,0,0,0,0,0,4,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,68,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2679,0,0,0,0,0,0,0,0,53,0,0,0,0,0,154,0,1,0,0,0,0,52,0,0
18,0,0,94,0,0,0,0,1753,0,0,0,151,0,0,0,0,0,46,0,0,2,0,0,7716,37,0,0,0,0,0,0,0,0,0,0,11237,231,0,756,62,0,3762,0,0,0,29,0,39,0,0,4068,0,0,0,0,0,299,0,0,0,85,0,1804,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,33,1102,17,0,0,0,0,0,0,0,0,0,0,0,0,120,89,14,58,0,0,0,3,0,406,0,0,0,0,2536,34004,0,0,0,0,0,0,0,0,0,906,0,0,0,0,0,9495,2,0,0,0,0,34,0,0,0,0,0,0,0,0,0,524,0,5,8,0,0,0,0,0,10,0,0,0,242,0,0,0,0,0,0,0,0,0,14,0,0,51,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601,0,2,83,0,0,0,0,0,4,1324,28813,0,0,0,0,0,0,0,4,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,157,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1812,0,0,0,0,0,0,0,0,14,0,0,0,0,0,142,0,12,0,0,0,0,9,0,0
19,0,0,552,7,0,0,0,302,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3163,17,0,0,131,0,0,0,0,0,0,0,230,19,0,170,2,0,876,0,0,0,92,0,0,0,0,557,0,0,0,0,0,22,0,0,0,52,0,199,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,28,155,0,0,0,0,0,0,0,0,0,0,0,75,0,20,0,0,0,0,0,0,0,0,52,0,0,0,0,343,4459,0,0,0,0,0,0,0,0,0,352,0,0,0,0,0,918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,23,1712,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,84,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,125,0,0,0,0,0,0,2,0,0
20,0,0,0,0,0,0,0,1266,0,0,0,111,0,0,0,0,0,41,0,0,2,0,0,10263,41,0,0,0,0,0,0,0,0,0,0,13143,161,0,729,17,0,3974,0,0,0,0,13,0,0,0,956,0,0,0,0,0,228,0,0,0,753,0,1137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,844,48,0,0,0,0,0,0,0,0,0,0,0,0,122,96,0,71,0,0,0,0,0,317,8,0,0,0,3630,42575,0,0,0,0,0,0,0,0,0,1300,0,0,0,0,0,6262,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,240,0,2,29,0,2,77,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,17,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,0,0,170,0,0,0,0,0,0,1703,23847,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,68,13,0,0,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,73,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,72,0,0,0,0,0,201,0,0,0,0,0,0,2,0,0
21,0,0,53,0,0,0,0,597,0,0,0,10,0,0,0,0,0,17,4,0,0,0,0,1717,2,0,0,0,0,0,0,0,0,0,0,2286,118,0,105,3,0,2594,0,0,0,0,0,26,0,0,116,0,0,0,0,0,85,0,0,0,107,0,154,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,130,374,5,0,0,0,0,0,0,0,0,2,0,0,0,131,24,0,8,0,0,0,0,0,81,0,0,0,0,3603,11218,0,0,0,0,4,0,0,2,0,805,0,0,0,0,0,1448,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,452,0,0,0,0,3,0,0,0,5,0,0,0,122,0,0,0,0,0,0,0,0,0,299,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,3,0,0,0,0,0,0,212,19934,0,0,0,0,0,0,0,15,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,33,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,26,0,0,0,0,0,66,0,0,0,0,0,0,5,0,0
22,0,0,6,0,0,0,0,5254,0,0,0,31,0,0,0,0,0,86,7,0,0,1,0,13354,49,0,0,0,0,0,0,0,0,0,0,3912,418,0,811,5,0,8551,0,0,0,0,0,0,0,0,1691,0,0,0,0,0,72,0,0,0,555,0,1794,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,1789,8,0,0,0,0,0,0,0,0,0,0,0,0,187,16,0,15,0,0,0,41,0,48,0,0,0,0,6885,37738,0,0,0,0,5,0,0,0,0,3072,7,0,0,0,0,6645,2,7,0,0,0,6,0,0,0,4,0,0,0,0,0,1061,0,2,7,0,2,0,0,0,16,0,0,0,245,0,0,0,0,0,0,0,0,0,364,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,7,0,0,0,0,0,0,793,45178,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,49,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,28,0,0,0,0,0,208,0,0,0,0,0,0,19,0,0
23,3,0,201,0,0,0,0,8047,0,0,2,132,0,0,45,0,0,95,105,0,0,0,0,8035,230,0,0,25,0,0,0,0,0,0,0,12017,425,0,381,74,2,7082,0,0,0,0,0,0,17,0,2218,0,0,0,0,0,416,0,0,0,219,0,4897,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,354,2524,74,47,0,0,5,0,0,0,0,0,0,0,0,918,156,15,130,0,0,0,49,0,1215,13,0,0,0,25359,61733,0,0,0,0,2,0,0,0,0,3463,4,0,0,0,0,10580,0,0,0,0,0,38,0,0,0,19,0,0,0,0,0,1529,0,0,96,0,16,0,10,0,69,0,0,0,367,0,0,0,0,0,0,0,0,0,45,0,0,71,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1297,0,1,77,0,0,0,0,0,17,4513,51844,0,0,0,0,0,0,85,29,0,0,0,0,0,50,0,0,0,7,0,0,0,0,0,0,119,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,266,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,130,0,0,0,0,0,1696,0,0,0,0,0,0,93,0,0
24,0,0,53,0,0,0,0,4256,0,0,4,441,0,0,0,0,0,307,14,0,0,0,2,15112,48,0,0,0,0,0,0,0,0,6,0,41648,194,0,920,1048,11,11208,0,0,0,0,0,0,2,0,1427,0,0,0,0,0,410,0,0,0,392,0,1505,0,4,0,0,0,0,0,0,0,0,0,3,2,0,0,0,182,0,0,0,0,0,0,64,2108,103,79,0,0,0,0,0,0,0,0,25,0,0,416,710,0,168,0,0,0,17,0,934,164,0,0,0,21104,57157,0,0,0,0,5,0,162,0,0,6808,0,0,0,0,0,11472,7,0,0,0,0,96,3,0,7,2,0,0,0,0,0,412,0,0,181,0,3,2,345,0,82,0,0,0,273,0,0,0,0,0,0,0,7,0,409,0,0,19,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,2073,0,11,1715,0,0,0,0,0,3,3378,47515,9,0,0,0,0,0,0,22,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,128,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,1173,0,0,0,0,0,0,0,0,100,0,0,0,0,0,712,0,0,0,0,0,0,98,0,0
25,0,0,45,0,0,0,0,3428,0,0,0,87,0,0,0,0,0,123,116,0,0,0,0,2471,29,0,0,0,0,0,0,0,0,0,0,15508,131,0,353,389,2,5542,0,0,0,0,0,0,7,0,27,0,0,0,0,0,799,0,0,0,122,0,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,176,0,0,0,0,12,0,181,495,67,0,0,0,0,0,0,0,0,0,52,0,0,331,151,0,165,0,0,0,0,28,407,2,0,0,0,9740,35489,0,0,0,0,3,0,0,0,0,2098,0,0,0,0,0,8314,8,0,0,0,0,136,0,0,2,4,0,0,0,0,0,134,0,0,12,0,4,0,70,0,43,0,0,0,92,0,0,0,0,0,0,0,0,0,922,0,0,111,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1743,0,6,44,0,0,0,0,0,2,971,26495,2,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,20,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,34,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1407,0,0,0,0,0,0,0,0,65,0,0,0,0,0,135,0,0,0,0,0,0,43,0,0
26,0,0,11,0,0,0,0,11159,0,0,0,2,0,0,0,0,0,277,2,0,0,1,0,19293,47,0,0,0,0,0,0,0,0,0,0,17,769,0,1450,23,0,12431,0,0,0,0,0,0,0,0,50,0,0,0,0,0,674,0,0,0,3236,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,38,0,0,0,0,0,0,166,14,0,0,0,0,0,0,0,0,2,0,0,0,621,0,0,44,0,0,0,0,0,51,0,0,0,0,13027,67608,0,0,0,0,7,0,0,0,0,8223,0,0,0,0,0,12977,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787,0,0,15,0,6,0,0,0,38,0,0,0,352,0,0,0,0,0,0,0,0,0,972,0,0,6,0,45,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,42,0,18,0,0,0,0,0,0,231,1320,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,22,0,0,0,0,0,269,0,0,0,0,0,0,69,0,0
27,0,0,64,0,0,0,0,4617,0,0,0,51,0,0,0,0,0,79,10,0,0,140,0,5949,62,0,0,54,0,0,0,0,0,0,0,19366,1803,0,579,152,3,11258,0,0,0,0,0,0,0,0,640,0,0,0,0,0,1826,0,0,0,1692,0,4118,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,61,1041,112,50,0,89,0,0,0,0,0,0,7,0,0,548,121,0,214,0,0,0,0,30,666,0,0,0,0,5614,47634,0,0,0,0,3,0,0,0,0,3938,9,0,0,0,0,14133,7,0,0,0,0,49,0,0,0,0,0,0,0,0,0,183,0,0,18,0,4,0,33,0,22,0,0,0,325,0,0,0,0,0,0,0,0,0,274,0,0,38,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1698,0,2,13,0,4,0,0,0,10,2671,48460,2,0,0,0,0,0,0,69,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,23,0,0,2,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,328,0,0,0,0,0,0,0,0,100,0,0,0,0,0,4073,0,0,0,0,0,0,95,0,0
