time,g__[Eubacterium],g__[Prevotella],g__[Ruminococcus],g__02d06,g__1-68,g__5-7N15,g__Achromobacter,g__Acidaminococcus,g__Acinetobacter,g__Actinobacillus,g__Actinomyces,g__Adlercreutzia,g__Aerococcus,g__Aggregatibacter,g__Agrobacterium,g__Agrococcus,g__Akkermansia,g__Alcanivorax,g__Alicyclobacillus,g__Alistipes,g__Alkalimonas,g__Alkaliphilus,g__Allobaculum,g__Amycolatopsis,g__Anaerobacillus,g__Anaerococcus,g__Anaerofustis,g__Anaerostipes,g__Anaerotruncus,g__Anaerovorax,g__Anoxybacillus,g__Aquabacterium,g__Arcanobacterium,g__Arcobacter,g__Arthrobacter,g__Asticcacaulis,g__Atopobium,g__Azospirillum,g__Bacillus,g__Bacteroides,g__Bifidobacterium,g__Bilophila,g__Blautia,g__Brevibacterium,g__Brevundimonas,g__Brochothrix,g__Bulleidia,g__Burkholderia,g__Butyricimonas,g__Butyrivibrio,g__Caloramator,g__Campylobacter,g__Cardiobacterium,g__Carnobacterium,g__Catenibacterium,g__cc_115,g__Cellvibrio,g__Cetobacterium,g__CF231,g__Chitinophaga,g__Christensenella,g__Chryseobacterium,g__Citrobacter,g__Cloacibacillus,g__Cloacibacterium,g__Clostridium,g__Collinsella,g__Comamonas,g__Coprobacillus,g__Coprococcus,g__Corynebacterium,g__Crenothrix,g__Cronobacter,g__Cupriavidus,g__Cytophaga,g__Dechloromonas,g__Dehalobacterium,g__Deinococcus,g__Delftia,g__Dermacoccus,g__Desulfovibrio,g__Dialister,g__Dietzia,g__Dorea,g__Dyadobacter,g__Eggerthella,g__Eikenella,g__Enhydrobacter,g__Enterobacter,g__Enterococcus,g__Epulopiscium,g__Erwinia,g__Escherichia,g__Exiguobacterium,g__Facklamia,g__Faecalibacterium,g__Filifactor,g__Finegoldia,g__Flavobacterium,g__Fluviicola,g__Frigoribacterium,g__Fructobacillus,g__Fusobacterium,g__Gallicola,g__Gemella,g__Geobacillus,g__Gordonia,g__Granulicatella,g__Haemophilus,g__Helcococcus,g__Holdemania,g__Hydrogenophaga,g__Hyphomicrobium,g__Janthinobacterium,g__Jeotgalicoccus,g__Jonquetella,g__Kingella,g__Klebsiella,g__Kocuria,g__Lachnobacterium,g__Lachnospira,g__Lactobacillus,g__Lactococcus,g__Lautropia,g__Leptotrichia,g__Leucobacter,g__Leuconostoc,g__Luteimonas,g__Lutispora,g__Lysinibacillus,g__Lysobacter,g__Macrococcus,g__Megamonas,g__Megasphaera,g__Methanobrevibacter,g__Methanosphaera,g__Methylibium,g__Methylobacterium,g__Methylopila,g__Methylosinus,g__Microbacterium,g__Micrococcus,g__Microvirgula,g__Mitsuokella,g__Mobiluncus,g__Mogibacterium,g__Morganella,g__Moryella,g__Mucispirillum,g__Mycoplana,g__Mycoplasma,g__Myroides,g__Neisseria,g__Novosphingobium,g__Ochrobactrum,g__Odoribacter,g__Oligella,g__Oribacterium,g__Oscillospira,g__Oxalobacter,g__p-75-a5,g__Paenibacillus,g__Pantoea,g__Parabacteroides,g__Paracoccus,g__Paraprevotella,g__Parvimonas,g__Paucibacter,g__Pediococcus,g__Pedobacter,g__Peptococcus,g__Peptoniphilus,g__Peptostreptococcus,g__ph2,g__Phascolarctobacterium,g__Planomicrobium,g__Porphyromonas,g__Prevotella,g__Proteus,g__PSB-M-3,g__Pseudobutyrivibrio,g__Pseudomonas,g__Pseudoramibacter_Eubacterium,g__Psychrobacter,g__Pyramidobacter,g__Ralstonia,g__rc4-4,g__RFN20,g__Rhizobium,g__Rhodoplanes,g__Roseburia,g__Roseomonas,g__Rothia,g__Rubellimicrobium,g__Ruminococcus,g__Salinicoccus,g__Salmonella,g__Scardovia,g__Schwartzia,g__Sedimentibacter,g__Sediminibacterium,g__Selenomonas,g__Serratia,g__Sharpea,g__Shewanella,g__Shuttleworthia,g__Slackia,g__SMB53,g__Sneathia,g__Sphaerochaeta,g__Sphingobacterium,g__Sphingobium,g__Sphingomonas,g__Sphingopyxis,g__Sporosarcina,g__Staphylococcus,g__Stenotrophomonas,g__Streptococcus,g__Succiniclasticum,g__Succinivibrio,g__Sutterella,g__Synergistes,g__TG5,g__Thermus,g__Trabulsiella,g__Treponema,g__Trichococcus,g__Truepera,g__Trueperella,g__Turicibacter,g__Unclassified,g__vadinCA11,g__Vagococcus,g__Varibaculum,g__Veillonella,g__WAL_1855D,g__Wautersiella,g__Weissella,g__YRC22
1,2.91699685437955e-06,0,0.00140307548695805,0,0,0,0,0,0,1.94466456958904e-06,1.94466456958904e-06,9.72332284794518e-07,0,0.000106956551327317,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6395272518018e-05,9.72332284794518e-07,0,0,0,0,0,0,0,0,0,0,0.0820269238908486,2.91699685437955e-06,0.000444355854150338,0.0020477317917726,0,0,0,0,0,2.52806394046495e-05,0,0,9.72332284794518e-07,9.72332284794518e-07,0,0,0,0,0,0,0,0,0,0,0,0,2.6252971689536e-05,0.000146822175004064,0,0,0.00183576335369255,0,0,0,0,0,0,0,0,0,0,9.72332284794518e-07,2.91699685437955e-06,0,0.00118624538744955,0,9.72332284794518e-07,0,0,0,7.77865827835214e-06,0,0,0,0,0,0.0105352203057414,0,0,0,0,0,0,0,0,0,0,0,0,0.00480818310989437,0,5.8339937087591e-06,0,0,0,0,0,0,0,0,0.000476442819548393,0.00379598523983136,2.91699685437955e-06,9.72332284794518e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.80632599356563e-06,0,0,5.93122693724776e-05,0,0,0.00106567618413522,5.4450607948445e-05,0,0,0,0.00120958136228523,0,0.00234623780320797,0,0,0,0,0,0,0,0,0.00209537605132593,0,0,9.72332284794518e-06,0,0,0,0,0,0,0,0,0,0,0,0,0.000818703783797649,0,8.75099056315867e-06,0,0.0139869999167686,0,0,0,0,0,0,0,0,0,0,0,0,6.80632599356563e-06,0,0,0,0,0,0,0,0,0,0.000139043516725572,0,0,0.0226028363815875,0,0,0,0,0,0,0,0,7.77865827835214e-06,0.846294684710256,0,0,0,0.000329620644544929,0,0,0,0
2,7.43657782166631e-05,0,0.000263660486403787,0,0,0,0,0,0,0,1.69013132310525e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40842023394641e-05,3.3802626462065e-06,0,0,0,0,0,0,0,0,0,0,0.0228793077241859,0,0.000581405175147838,0.000599996619702554,0,0,0,0,0,0.000182534182895391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.91545963087138e-05,0,0,0,0.000113238798648178,0,0,0,0,0,0,0,0,0,0,0,0.0069785522655284,0,0.000101407879386395,0,0,0,0,0,1.69013132310525e-06,0,0,0,0,0,0.0018371727482171,0,0,0,0,0,0,0,0,0,0,0,0,5.07039396930975e-06,0,1.01407879386395e-05,0,0,0,0,0,0,0,0,0.000121689455263594,0.0152517450597145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000206196021419757,0,0,0.000733516994227331,0,0,0,0,0.00363716260733276,0,0.00327716463550162,0,0,0,0,0,0,0,0,0.000432673618716113,0,0,0.0880896445825705,0,0,0,0,0,0,0,0,0,0,0,0,8.95769601246123e-05,0,0,0,0.000165632869664359,0,0,0,0,0,0,0,0,0,0,0,6.76052529243301e-06,0,0,0,0,0,0,0,0,0,0,1.18309192617428e-05,0,0,0.00409011780191747,0,0,0,0,0,0,0,0,1.69013132310525e-06,0.850137745653489,0,0,0,0,0,0,0,0
9,0.0040736518280405,1.27381232897104e-06,0.00390041335130808,0,0,0,0,1.27381232897104e-06,1.01904986317723e-05,0,1.52857479476485e-05,2.80238712373989e-05,0,2.54762465793808e-06,0,0,1.52857479476485e-05,0,0,1.78333726055865e-05,0,0,0,0,0,0,0,9.9357361659705e-05,3.05714958952169e-05,0,0,0,0,0,0,0,0,0,2.54762465793808e-06,0.0517702807016722,0.00238967192915616,5.73215548036067e-05,0.00973320007348199,0,0,0,2.54762465793808e-06,0,0.000403798508284266,0,0,0,0,1.27381232897104e-06,1.27381232897104e-06,0,0,0,0,0,1.27381232897104e-06,0,2.54762465793808e-06,0,0,2.29286219215627e-05,1.01904986317723e-05,0,5.09524931587615e-06,0.00127508614129925,1.27381232897104e-06,0,0,0,0,0,0,0,2.54762465793808e-06,0,1.27381232897104e-06,0.00182919450440218,0,0.00173493239205871,0,3.1845308224226e-05,0,0,0,2.92976835664079e-05,0,0,1.27381232897104e-06,0,0,0.0274812272490253,0,1.27381232897104e-06,0,0,0,0,1.27381232897104e-06,0,0,0,0,1.27381232897104e-06,5.09524931587615e-06,0,2.29286219215627e-05,0,0,0,0,0,0,0,0,2.67500589083898e-05,0.00181900400577051,2.54762465793808e-06,0.000177059913726856,0,0,0,0,0,0,0,0,0,6.36906164484519e-06,1.27381232897104e-06,3.82143698690712e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54762465793808e-06,0.00115407397004739,0,0,0.00116426446867906,0,0,0,0,0.00580094134612796,0,0.000783394582316559,0,0,0,0,0,0,0,0,5.85953671326158e-05,0,2.54762465793808e-06,0.00839569710405516,0,0,0,0,7.64287397383424e-06,0,0,0,0,0,0,0,0.000131202669883931,0,5.09524931587615e-06,0,0.00115916921936423,0,0,1.27381232897104e-06,0,0,0,0,0,0,0,0,0.000143940793173621,1.14643109607414e-05,0,0,0,0,0,0,5.09524931587615e-06,1.14643109607414e-05,7.64287397383424e-06,0.000216548095925537,0,0,0.00102796654947869,0,0,0,0,0,0,0,0,9.29883000148598e-05,0.872755064819052,0,0,0,5.09524931587615e-06,0,0,0,0
10,0.0038742732136918,0,0.00239767428455133,0,0,0,0,0,2.87836048565644e-06,0,1.15134419426057e-05,1.43918024282622e-05,0,0,0,0,5.75672097131287e-06,0,0,0,0,0,0,0,0,0,0,9.21075355408859e-05,8.6350814569493e-06,0,0,0,0,0,0,0,0,0,0,0.00599562489162187,0.000754130447241266,2.87836048565644e-06,0.00634102814989345,0,0,0,2.87836048565644e-06,0,1.72701629139186e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87836048565644e-06,2.87836048565644e-06,0,2.30268838851715e-05,0.00136146450971261,5.75672097131287e-06,0,0,0,0,0,0,0,0,0,0,0.000356916700219958,0,0.000705198318984626,0,8.6350814569493e-06,0,0,0,0.00049219964304549,0,0,0,0,0,0.0402020609779624,0,0,0,0,0,0,0,0,0,0,0,0,2.87836048565644e-06,0,0.000100742616997775,0,0,0,0,0,0,0,0,5.75672097131287e-06,0.000336768176820283,0,0,0,0,0,1.15134419426057e-05,0,0,0,0,0,8.6350814569493e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18104887417358e-05,0,1.15134419426057e-05,0.00112543894989071,0,0,0,0,0.000958494041721113,0,3.16619653422608e-05,0,0,0,0,0,0,0,0,2.87836048565644e-06,0,0,0.0114529963724167,0,0,0,2.87836048565644e-06,2.30268838851715e-05,0,0,0,0,0,0,0,4.60537677703429e-05,0,0,0,0.000854873064237641,0,0,0,0,0,2.87836048565644e-06,0,0,0,0,0,4.60537677703429e-05,0,0,0,0,0,0,0,0,2.87836048565644e-06,0,4.89321282560394e-05,0,0,9.49858960265824e-05,0,0,0,0,0,0,0,0,3.16619653422608e-05,0.922053997973662,0,2.87836048565644e-06,0,5.75672097131287e-06,0,0,0,0
12,0.0110528000010391,0,0.0162288000015255,0,0,0,0,0,1.60000000014985e-06,0,0.000137600000012943,1.92000000017902e-05,0,0,0,0,4.80000000045756e-06,0,0,0,0,0,0,0,1.76000000016444e-05,0,3.2000000002917e-06,0.000395200000036926,0,1.60000000014985e-06,0,0,0,0,0,0,4.80000000045756e-06,0,0,0.00904640000085045,3.04000000028712e-05,1.76000000016444e-05,0.0382799999095772,0,0,0,4.3200000004038e-05,3.2000000002917e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60000000014985e-06,0,1.28000000012068e-05,0.013307200001249,1.28000000012068e-05,0,0,0,0,0,0,0,8.00000000074926e-06,0,0,3.2000000002917e-06,0,0.00450400000043108,0,0.000291200000027945,0,0,0,0.016700800001565,0,0,0,0,0,0.0107488000009984,0,0,0,0,0,0,1.60000000014985e-06,0,0,0,0,1.60000000014985e-06,0,0,2.24000000020419e-05,0,0,0,0,0,0,0,0,1.60000000014985e-06,0.00021600000002019,0,1.60000000014985e-06,0,0,0,0,0,0,0,0,0,1.60000000014985e-06,0,0,0,0,4.80000000045756e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60000000014985e-06,0,3.2000000002917e-06,0.000486400000045139,0,0,0,0,0.000283200000025716,0,0.000102400000009535,1.60000000014985e-06,0,0,0,0,0,3.2000000002917e-06,0,9.12000000086136e-05,0,0,0.00643840000061171,0,0,0,0,0,0,0,0,0,0,0,0,7.84000000072467e-05,0,4.80000000045756e-06,0,0.000179200000016735,0,0,6.40000000060341e-06,0,0,0,0,0,0,0,0,0.00099520000009212,0,0,0,0,0,8.00000000074926e-06,0,0,1.92000000017902e-05,0,0.000273600000024641,0,0,0.000577600000053353,0,0,0,0,0,0,0,0,0,0.869310400081746,0,3.2000000002917e-06,0,3.2000000002917e-06,0,0,0,0
13,0.00277089690048418,0,0.00687122673780086,0,0,0,0,0,0,0,7.96663969599751e-05,4.4812348289936e-05,0,0,0,0,9.95829961999689e-06,0,0,0,0,0,0,0,9.95829961999689e-06,0,0,0.00084894504260441,0,0,0,0,0,0,0,0,0,0,0,0.0229937138670132,4.4812348289936e-05,2.2406174144968e-05,0.0215920830772434,0,0,0,3.73436235750134e-05,0,2.48957490499422e-06,9.95829961999689e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48957490499422e-06,0,0,3.23644737650649e-05,0.00400572602214733,1.74270243349996e-05,0,0,0,0,0,0,0,1.49374494300053e-05,0,0,0,0,0.00280824049284052,0,0.000846455467699236,0,0,0,0.00195680587532894,0,0,0,0,0,0.0250177382525294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.70934212949947e-05,0,0,0,0,0,0,0,0,0,0.000609945851725685,2.48957490499422e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97914981000845e-06,0,0,0,0,0,0,0,2.48957490499422e-06,0,2.48957490499422e-06,0,0,0,0,0,0,0,4.97914981000845e-06,0,1.24478745249911e-05,0.0011875272296841,0,0,0,0,0.000585050102675943,0,0.000196676417494964,4.97914981000845e-06,0,0,0,0,0,0,0,0.00015933279391995,0,0,0.0165681209927645,0,0,0,4.97914981000845e-06,0,0,0,0,0,0,0,0,0.000216593016734157,0,2.48957490499422e-06,0,0.000253936640309771,0,0,1.24478745249911e-05,0,0,0,0,0,0,0,0,0.00179747308140979,0,0,0,0,0,7.46872471500267e-06,0,0,7.46872471500267e-06,0,0.000301238563504081,0,0,0.00138420364718087,0,0,0,0,0,0,0,0,0,0.88652268622119,0,0,0,9.95829961999689e-06,0,0,0,0
14,0.00042825017699014,0,0.000462295170140034,0,0,0,5.37552523419063e-06,0,1.79184174473221e-06,0,4.12123601289349e-05,0,0,0,0,0,7.16736697892084e-06,0,0,1.79184174473221e-06,0,0,0,0,0,0,0,5.37552523419063e-06,4.83797271077757e-05,0,0,0,0,0,0,0,0,0,7.16736697892084e-06,0.00565684438812934,1.97102591920523e-05,0.000922798498537758,0.00132775473284587,0,0,0,0,0,8.95920872367105e-06,0,0,0,0,1.79184174473221e-06,0,0,0,0,0,0,0,0,3.58368348946042e-06,0,0,0.000430042018736451,0,0,0,0.000118261555152274,1.79184174473221e-06,0,0,1.43347339578617e-05,0,0,0,0,0,0,0,0.112156750279394,0,0.00286336310807571,0,1.79184174473221e-06,0,1.79184174473221e-06,0,2.5085784426343e-05,0,0,0,0,0,0.000537552523419063,0,0,0,0,0,0,0,0,0,3.58368348946042e-06,0,0,1.79184174473221e-06,0,3.22531514051838e-05,0,0,0,0,0,0,0,0,0,8.24247202576697e-05,1.79184174473221e-06,0.000125428922131315,0,0,0,1.79184174473221e-06,0,0,0,0,0,5.37552523419063e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86694679157634e-05,0,0,0.000456919644907104,0,0,0,0,0.000455127803162794,0,0.000145139181323327,0,0,0,0,0,0,0,0,0.0104464373717885,0,0,0.0418305454705762,0,0,0,3.4044993149894e-05,0,0,0,0,0,0,0,0,1.79184174473221e-05,0,0,0,0.000209645484134295,0,0,0,0,0,0,0,0,0,0,0,7.16736697892084e-06,0,0,0,0,0,8.95920872367105e-06,0,0,0,0,0.000272359945199152,0,0,0.0108603528148302,0,0,0,0,0,0,0,0,0,0.809858713366556,0,0,0,1.25428922131315e-05,0,0,0,0
17,0.000666782314497841,0,0.0111574907292637,0,0,0,0,0,3.25259665608606e-06,0,1.08419888536335e-06,1.08419888536335e-06,0,0,0,0,0,0,0,2.16839777073071e-06,0,0,0,0,1.08419888536335e-06,1.08419888536335e-06,1.08419888536335e-06,6.50519331217211e-06,2.71049721339838e-05,0,0,0,0,0,0,0,0,0,1.08419888536335e-06,0.103853242829061,0.00104950452103134,7.15571264339733e-05,0.00514994470547292,0,0,4.33679554146141e-06,0,0,0.000192987401594613,0,0,0,0,6.50519331217211e-06,0,0,0,0,0,0,3.25259665608606e-06,1.08419888536335e-06,1.08419888536335e-06,0,0,0.000271049721339838,1.08419888536335e-06,0,1.08419888536335e-06,0.00149836285957074,1.08419888536335e-06,0,0,0,0,0,0,0,2.16839777073071e-06,0,0,0.0134614133606764,0,0.00115900860845225,0,8.56517119436528e-05,0,0,0,5.42099442681676e-06,0,1.08419888536335e-06,0,0,0,0.00916039638243035,0,0,1.08419888536335e-06,0,0,0,3.25259665608606e-06,0,0,2.16839777073071e-06,0,0,0,0,3.36101654462359e-05,0,1.08419888536335e-06,0,0,0,0,0,0,0,3.14417676754852e-05,2.16839777073071e-06,0.000101914695224083,0,0,0,6.50519331217211e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000340438450003861,0,0,0.00386300062855038,0,0,0,0,0.0227432400949094,0,4.33679554146141e-06,2.81891710193591e-05,0,0,0,0,6.50519331217211e-06,1.62629832804503e-05,1.08419888536335e-06,6.83045297778472e-05,0,3.25259665608606e-06,0.000667866513383217,0,0,0,1.19261877389889e-05,0,0,0,0,0,0,0,0,9.21569052559049e-05,0,0,0,0.00106034650988509,0,0,0,0,0,0,0,0,0,0,0,2.60207732488085e-05,0,0,0,0,0,0,0,0,0,0,0.000356701433284491,0,0,0.000448858338539395,0,0,0,0,0,0,0,0,0,0.822221740294701,0,1.08419888536335e-06,0,2.16839777073071e-06,2.16839777073071e-06,0,0,0
21,3.6172644800471e-05,1.44690579202084e-06,0.00029227496998859,0,0,0,0,0,0,0,0,1.44690579202084e-06,0,0,0,0,0,0,0,7.23452896011421e-06,0,0,0,0,0,0,0,3.76195505924818e-05,8.68143475212504e-06,0,0,0,0,0,0,0,0,0,0,0.0418213650163204,0,0.00145124650939747,0.000923125895308516,0,0,0,0,0,0.0014541403209819,1.44690579202084e-06,0,0,0,0,0,0,0,0,0,0,1.44690579202084e-06,0,0,0,0,6.51107606408878e-05,0,0,1.01283405441559e-05,0.000163500354498425,0,0,0,0,0,0,0,0,0,0,0,0.00528265309190358,0,0.000162053448706414,0,0,0,0,0,0,0,0,0,0,0,0.00197647331190001,0,0,0,0,0,0,1.44690579202084e-06,0,0,0,0,0,1.44690579202084e-06,0,4.48540795527361e-05,0,0,0,0,0,0,0,0,0,0.000635191642696559,0,0,0,0,0,0,0,0,0,0,0,0,2.89381158404168e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000434071737607253,0,0,0.00101138714862338,0,0,0,0,0.00381983129093662,0,0.00855844775979712,0,0,0,0,0,0,0,0,0.00813739809568144,0,0,0.099137644141942,0,0,0,0,0,0,0,0,0,0,0,0,0.000403686715974825,0,0,0,0.00189255277596378,0,0,0,0,0,0,0,0,0,0,0,1.44690579202084e-06,0,0,0,0,0,0,0,0,0,0,1.15752463361667e-05,0,0,0.00403976097132067,0,0,0,1.44690579202084e-06,0,0,0,0,0,0.818163008438975,0,0,0,1.44690579202084e-06,2.89381158404168e-06,0,0,0
22,6.97704841837498e-05,1.93806900510572e-06,0.000422499043113418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93806900510572e-05,0,0,0,0,0,0,0,6.68633806762603e-05,3.87613801021944e-06,0,0,0,0,0,0,0,0,0,0,0.0580810210275442,2.90710350764957e-06,0.00123939512876579,0.00054750449394287,0,0,0,0,0,0.00607293922749792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000125005450829252,0,0,7.84917234536922e-05,0.000110469933291004,0,0,0,0,0,0,0,0,0,0,0,0.0100052812388583,0,0.00013857193386507,0,4.8451725127693e-06,0,0,0,0,0,0,0,0,0,0.00139928582168672,0,0,0,0,0,0,9.69034502553859e-07,0,0,0,0,0,9.69034502553859e-07,0,6.39562771685707e-05,0,0,0,0,0,0,0,0,0,0.000389551870026804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00027714386773094,0,0,0.00140800713221059,0,0,0,0,0.0079092596098325,0,0.00605452757194175,0,0,0,0,0,0,0,0,0.00729586076972441,0,2.90710350764957e-06,0.0774297328331515,0,0,0,0,0,0,0,0,0,0,0,0,0.000173457175956945,0,0,0,0.000985508089097167,0,0,0,0,0,0,0,0,0,0,0,9.69034502553859e-07,0,0,0,0,0,0,0,0,0,0,5.81420701531915e-06,0,0,0.00913799535907356,0,0,0,0,0,0,0,0,1.3566483035738e-05,0.810457820417219,0,0,0,0,1.93806900510572e-06,0,0,0
