time,g__AV80,g__Abiotrophia,g__Acetatifactor,g__Acinetobacter,g__Actinomyces,g__Acutalibacter,g__Adlercreutzia,g__Aeromonas,g__Agathobaculum,g__Akkermansia,g__Alcaligenes,g__Aliarcobacter,g__Alistipes,g__Alloiococcus,g__Anaerobutyricum,g__Anaerococcus,g__Anaerofilum,g__Anaerofustis,g__Anaeromassilibacillus,g__Anaerosporobacter,g__Anaerostipes,g__Anaerotignum,g__Anaerotruncus,g__Anaerovibrio,g__Angelakisella,g__Aquabacterium,g__Asaia,g__Avispirillum,g__BX12,g__Bacteroides,g__Baekduia,g__Bariatricus,g__Bdellovibrio,g__Beduini,g__Bifidobacterium,g__Bilophila,g__Bittarella,g__Blautia,g__Bog,g__Borkfalkia,g__Bosea,g__Brachybacterium,g__Bradyrhizobium,g__Brevundimonas,g__Bryocella,g__Bulleidia,g__Burkholderia,g__Butyribacter,g__Butyricicoccus,g__Butyrivibrio,g__CAG-1024,g__CAG-127,g__CAG-1427,g__CAG-238,g__CAG-269,g__CAG-274,g__CAG-302,g__CAG-353,g__CAG-41,g__CAG-417,g__CAG-83,g__Caccousia,g__Campylobacter,g__Capnocytophaga,g__Caproiciproducens,g__Catenibacillus,g__Caulobacter,g__Cellulosilyticum,g__Christensenella,g__Chryseobacterium,g__Cloacibacterium,g__Clostridium,g__Cohnella,g__Collinsella,g__Comamonas,g__Conchiformibius,g__Coprobacillus,g__Coprococcus,g__Copromonas,g__Copromorpha,g__Corynebacterium,g__Cuneatibacter,g__Cupriavidus,g__Cutibacterium,g__DTU014,g__Deinococcus,g__Desulfovibrio,g__Dialister,g__Dielma,g__Dorea,g__Dysosmobacter,g__ER4,g__Edaphobacter,g__Eggerthella,g__Eikenella,g__Eisenbergiella,g__Emergencia,g__Emticicia,g__Enterocloster,g__Erysipelatoclostridium,g__Erysipelothrix,g__Ethanoligenens,g__Eubacterium,g__Evtepia,g__Ezakiella,g__Faecalibacillus,g__Faecalibacterium,g__Faecousia,g__Fenollaria,g__Fimbriiglobus,g__Fimbriimonas,g__Fimenecus,g__Fimiplasma,g__Finegoldia,g__Flavobacterium,g__Flavonifractor,g__Frisingicoccus,g__Fusicatenibacter,g__Fusobacterium,g__GCA-900066905,g__GWA2-73-35,g__Gemmata,g__Gemmiger,g__Glutamicibacter,g__Gordonibacter,g__Gp,g__Haemophilus,g__Harryflintia,g__Helcococcus,g__Holdemania,g__Hungatella,g__Hydrogeniiclostridium,g__Hydrogenoanaerobacterium,g__Intestinibacillus,g__Intestinibacter,g__JABFSM01,g__JC017,g__KBS-83,g__KBS-96,g__Lachnoanaerobaculum,g__Lachnospira,g__Lacticaseibacillus,g__Lactobacillus,g__Lactococcus,g__Lagierella,g__Lancefieldella,g__Lawsonella,g__Lawsonibacter,g__Leuconostoc,g__Limiplasma,g__Limivicinus,g__Limivivens,g__Longibaculum,g__Longicatena,g__MARSEILLE-P3954,g__Massilia,g__Massilibacillus,g__Massilicoli,g__Massiliimalia,g__Massilioclostridium,g__Mediterraneibacter,g__Merdibacter,g__Merdicola,g__Merdisoma,g__Methylobacterium,g__Micrococcus,g__Microvirgula,g__Mogibacterium,g__Monoglobus,g__Moraxella,g__Murdochiella,g__Muricomes,g__Negativicoccus,g__Neisseria,g__Neobittarella,g__Nesterenkonia,g__Niameybacter,g__Nocardioides,g__Nostoc,g__Novosphingobium,g__Odoribacter,g__Onthenecus,g__Onthomonas,g__PALSA-1081,g__Paludicola,g__Parabacteroides,g__Paraburkholderia,g__Paracoccus,g__Paralachnospira,g__Paramuribaculum,g__Pararheinheimera,g__Parasediminibacterium,g__Parvimonas,g__Pauljensenia,g__Pe,g__Pediococcus,g__Pedobacter,g__Peptoniphilus,g__Phascolarctobacterium,g__Phocaeicola,g__Phocea,g__Polynucleobacter,g__Porphyromonas,g__Prevotella,g__Pseudoflavonifractor,g__Pseudomonas,g__QAKW01,g__QAMM01,g__QHXM01,g__RQZE01,g__RUG13038,g__RUG13077,g__RUG762,g__Ralstonia,g__Reyranella,g__Roseburia,g__Rothia,g__Rubneribacter,g__Rubrimentiphilum,g__Ructibacterium,g__Ruminococcus,g__Ruthenibacterium,g__S5-A14a,g__SBAT01,g__SFDB01,g__SFLA01,g__Scatavimonas,g__Scatomonas,g__Sediminibacterium,g__Sellimonas,g__Soleaferrea,g__Solibaculum,g__Sphingomonas,g__Sphingopyxis,g__Staphylococcus,g__Stoquefichus,g__Streptococcus,g__Suipraeoptans,g__Sulfurospirillum,g__Tepidimonas,g__Terrisporobacter,g__Trueperella,g__Turicibacter,g__UBA10511,g__UBA1258,g__UBA1259,g__UBA1394,g__UBA1417,g__UBA1822,g__UBA2658,g__UBA5026,g__UBA5905,g__UBA644,g__UBA737,g__UBA738,g__UMGS1071,g__UMGS1375,g__UTPRO1,g__Urinicoccus,g__Ursidibacter,g__VFJQ01,g__VFKE01,g__Varibaculum,g__Veillonella,g__Vermiphilus,g__Vescimonas,g__Vibrio,g__Vitreoscilla,g__WQUU01,g__WRAI01,g__WRMH01,g__Weissella,g__Z2-YC6860,g__Zag
121,0,0,33,0,0,41,47,0,159,984,0,0,9597,0,1,0,13,0,7,0,94,93,13,0,0,0,0,128,0,24607,0,14,0,0,0,0,0,583,0,25,0,0,154,0,0,0,0,1183,0,0,0,32,0,52,0,0,150,0,273,0,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1688,819,6,0,0,0,0,9,0,0,0,6,21,283,13,0,0,0,4128,1,0,0,0,0,0,117,16,0,164,10231,0,0,0,0,0,0,0,0,4,0,508,0,3,0,0,654,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,1284,0,0,0,0,0,0,17,5,0,390,1,0,0,0,0,0,0,0,0,66,0,3,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,3,2949,0,0,0,0,0,0,0,0,2608,79653,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,379,0,0,0,0,2745,8,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,28,0,612,0,0,0,6,2,6,0,0,81,0,0,0,0,0,0,0,0,357,0,0,0,3,0,2,0,0
122,0,0,157,0,0,0,334,0,624,1210,0,0,2550,0,22,0,13,0,15,0,812,168,2,0,0,0,0,66,6,16961,0,137,0,0,0,0,4,3746,0,6,0,0,0,0,0,0,0,303,4,0,6,91,0,120,0,0,106,0,1057,0,1791,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,8202,190,25,0,0,0,0,12,0,0,0,8,110,542,36,0,8,0,3809,16,0,0,42,0,0,482,147,0,922,20257,0,0,0,0,0,2,0,0,16,0,2015,0,3,0,0,2117,0,10,0,0,0,0,39,0,2,0,0,0,0,0,0,0,0,554,0,0,5,0,0,0,61,4,3,836,72,0,0,0,0,0,0,2,0,445,0,14,34,0,0,0,0,135,0,0,0,0,0,2,0,0,0,0,0,0,191,0,0,0,0,0,0,6,2961,0,0,0,0,0,0,0,0,1853,53828,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,378,0,0,0,0,7831,0,0,0,2,9,0,0,0,7,0,1,0,0,0,24,18,0,0,0,0,0,0,0,10,9,0,865,0,0,0,2,15,15,0,0,634,0,0,0,0,0,0,0,0,422,0,0,0,4,0,5,0,0
123,0,0,218,23,0,0,371,0,484,2700,0,0,1298,0,9,0,12,0,10,0,589,138,31,0,0,0,0,11,13,11912,0,154,0,0,0,0,5,2379,0,11,0,0,0,0,0,0,0,51,2,0,2,120,0,118,0,0,289,0,707,0,3997,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,7315,243,32,0,0,0,0,15,0,0,0,0,47,475,127,0,12,0,2094,0,0,1,20,0,0,283,111,0,836,14811,0,0,0,0,0,0,0,0,8,0,891,0,3,0,0,1829,0,4,0,0,0,0,38,0,4,0,1,0,0,0,0,0,0,426,0,0,4,0,0,0,56,13,0,970,38,0,0,0,0,0,0,0,0,291,0,11,24,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,4,2817,0,0,3,0,4,0,0,0,1942,48822,0,0,0,0,0,0,3,9,0,0,0,2,0,0,0,277,0,0,0,0,7054,0,0,0,5,28,0,0,0,26,0,0,0,0,0,13,21,0,0,0,0,0,0,0,12,20,0,150,0,0,10,4,17,18,0,0,145,0,0,0,0,0,0,2,0,584,0,0,0,0,0,10,0,0
125,0,0,572,163,0,0,150,0,285,867,0,0,732,0,2,0,11,0,14,0,530,176,52,0,0,0,0,12,10,10104,0,102,0,0,0,0,0,1584,0,6,0,0,0,0,0,0,0,857,0,0,0,248,0,79,0,0,126,0,455,0,2100,0,0,0,0,8,0,0,3,0,0,13,0,0,0,0,0,5698,450,17,0,0,0,0,10,0,0,0,4,76,504,61,0,5,0,1734,0,0,14,27,0,0,521,91,0,738,15919,0,0,0,0,0,0,0,0,39,0,1018,0,0,0,0,1441,0,3,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,1137,0,0,10,0,0,0,103,10,2,544,37,0,0,0,0,0,3,2,0,373,0,14,30,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,3,2483,0,0,4,0,76,0,0,0,1476,41179,2,0,0,0,0,0,3,2,0,0,0,0,0,0,0,473,0,0,0,0,8748,0,0,0,0,33,0,0,0,43,0,1,0,0,0,13,37,0,0,0,0,0,0,0,27,2,0,60,0,0,14,10,5,20,0,9,391,0,0,0,0,0,0,0,0,335,0,0,3,3,0,8,0,0
127,0,0,2220,324,0,0,42,0,102,760,0,0,886,0,0,0,24,0,2,0,72,129,53,0,0,0,0,10,3,11274,0,0,0,0,0,0,4,390,0,8,0,0,0,0,0,0,0,1362,3,0,3,753,0,22,0,0,621,0,167,0,2052,0,0,0,0,0,0,0,2,0,2,0,0,0,25,0,0,1991,311,3,0,0,0,0,13,0,0,0,2,8,416,73,0,0,0,3966,2,0,0,8,0,0,22,20,0,95,6158,0,0,0,0,0,0,0,0,123,0,188,0,0,0,0,798,0,4,0,0,0,0,17,0,0,0,0,0,0,44,0,0,0,2052,0,0,2,0,0,0,107,7,0,274,0,0,0,0,201,0,0,0,11,15,0,17,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,4,0,0,0,1,3403,0,0,0,0,18,0,0,0,4045,62383,4,0,0,0,0,248,3,2,0,0,0,3,0,0,0,674,0,0,0,0,7761,7,0,0,0,31,0,0,0,0,0,1,91,0,20,0,0,0,0,0,0,0,0,0,7,4,0,15,0,0,9,7,5,21,0,0,0,0,0,0,0,0,0,0,0,169,0,0,6,4,0,7,0,0
128,0,0,2208,0,0,0,51,0,130,1290,0,0,1571,0,0,0,21,0,2,0,143,150,102,0,0,0,0,21,0,14373,0,0,0,0,0,0,8,377,0,6,0,0,0,0,0,0,0,411,4,0,0,776,0,80,0,0,787,0,327,0,4367,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,3226,323,6,0,0,0,0,27,0,0,0,6,6,810,218,0,2,0,4386,0,0,0,10,0,0,49,21,0,143,17042,0,0,0,0,0,0,0,0,151,0,230,0,0,0,0,1059,0,3,0,0,0,0,31,0,1,0,0,0,0,0,0,0,0,1451,0,0,3,0,0,0,143,11,8,539,0,0,0,0,0,0,2,4,0,0,0,32,46,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,2,0,0,0,4,4950,0,0,0,0,396,0,0,0,4039,85489,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4855,0,0,0,0,4898,0,0,0,0,73,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,28,11,0,27,0,0,4,9,18,29,0,5,21,0,0,0,0,0,0,0,0,347,0,0,15,15,0,16,0,0
129,0,0,398,3,0,0,66,0,266,232,0,0,337,0,0,0,6,0,2,0,74,33,12,0,0,0,0,25,4,4805,0,29,0,0,0,0,0,811,0,5,0,0,0,0,0,0,0,594,2,0,0,478,0,42,0,0,39,0,385,0,928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2312,264,2,0,0,0,0,6,0,0,0,5,16,216,0,0,0,0,678,0,0,0,6,0,0,228,36,0,212,8799,0,0,0,0,0,0,0,0,29,0,311,0,0,0,0,674,0,2,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,484,0,0,0,0,0,0,29,2,0,355,0,0,0,0,0,0,0,0,0,82,0,18,3,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,2,0,0,0,0,1138,0,0,0,0,46,0,0,0,1031,26034,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,4547,0,0,0,4,9,0,0,0,47,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,9,0,39,0,0,0,0,2,8,0,0,111,0,0,0,0,0,0,0,0,83,0,0,2,0,0,0,0,0
130,0,0,271,0,0,0,76,0,360,394,0,0,381,0,4,0,5,0,3,0,323,44,7,0,0,0,0,23,6,4549,0,59,0,0,0,0,0,1444,0,8,0,0,0,0,0,0,0,412,0,0,0,327,0,41,0,0,140,0,481,0,897,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3339,249,15,0,0,0,0,4,0,0,0,4,48,183,0,0,0,0,514,1,0,3,17,0,0,299,42,0,527,10182,0,0,0,0,0,4,0,0,16,0,667,0,0,0,0,936,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,417,0,0,6,0,0,0,19,2,2,316,18,0,0,0,0,0,0,0,0,166,0,11,12,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,1211,0,0,0,0,83,0,0,0,456,25026,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,174,0,0,0,0,5440,0,0,0,0,13,0,0,0,43,0,0,0,0,0,1,6,0,0,0,0,0,0,0,7,8,0,71,0,0,0,1,0,5,0,2,227,0,0,0,0,0,0,0,0,81,0,0,0,1,0,7,0,0
131,0,0,173,2,0,0,122,0,389,697,0,0,463,0,0,0,10,0,0,0,93,115,8,0,0,0,0,11,4,5184,0,50,0,0,0,0,0,2109,0,6,0,0,0,0,0,0,0,252,2,0,0,278,0,38,0,0,244,0,488,0,1892,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,6079,187,5,0,0,0,0,7,0,0,0,0,51,253,0,0,2,0,1317,6,0,17,13,0,0,258,73,0,714,11657,0,0,0,0,0,0,0,0,24,0,520,0,0,0,0,843,0,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,237,0,0,6,0,0,0,28,2,0,239,24,0,0,0,0,0,0,0,0,180,0,15,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,7,0,1639,0,0,2,0,18,0,0,0,1259,27325,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,4442,0,0,0,4,7,0,0,0,60,0,2,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,45,0,0,0,2,5,16,0,1,244,0,0,0,0,0,0,5,0,113,0,0,0,0,0,10,0,0
136,0,0,95,5,0,18,97,0,146,583,0,0,668,0,0,0,8,0,5,0,114,93,35,0,0,0,0,4,0,5579,0,39,0,0,0,0,2,825,0,8,0,0,0,0,0,0,0,2,6,0,0,114,0,43,0,0,288,0,394,0,3266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3693,122,2,5,0,0,0,6,0,0,0,4,20,427,51,0,0,0,1590,4,0,9,5,0,0,160,35,0,165,14428,0,0,0,0,0,0,0,0,39,0,246,0,0,0,0,722,0,2,0,0,0,0,30,0,0,0,3,0,0,0,0,0,0,167,0,0,0,0,0,0,49,7,3,212,17,0,0,0,0,0,0,0,0,115,0,40,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,3,0,0,0,3,3216,0,0,0,0,28,3,0,0,1034,31539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,11928,0,0,0,0,6,0,0,0,35,0,1,0,0,0,3,12,0,0,0,0,0,0,0,15,3,0,97,0,0,0,3,4,10,0,0,96,0,0,0,0,0,0,0,0,437,0,0,6,3,0,5,0,0
137,0,0,320,0,0,205,171,0,319,1587,0,0,698,0,8,0,21,0,7,0,851,144,29,0,0,0,0,1,6,7722,0,92,0,0,0,0,2,2109,0,3,0,0,66,0,0,0,0,362,7,0,0,267,5,54,0,0,619,0,261,0,2191,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,0,6057,232,17,2,0,0,0,5,0,0,0,4,51,410,92,0,5,0,1269,6,0,6,32,0,0,579,76,0,1068,15413,0,0,0,0,0,0,0,0,27,0,753,0,0,0,0,1551,0,4,0,0,0,0,21,0,1,0,0,0,0,0,0,0,0,439,0,0,2,0,0,0,66,5,9,190,36,0,0,0,0,0,0,6,0,275,0,55,16,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,4,3121,0,0,0,0,186,0,0,0,1615,37437,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,237,0,0,0,0,9520,0,0,0,0,15,0,0,0,8,0,0,0,0,0,1,41,0,0,0,0,0,0,0,39,2,0,444,0,0,0,2,12,16,0,0,362,0,0,0,0,0,0,0,0,350,0,0,9,7,0,2,0,0
138,0,0,373,76,0,114,5,0,17,546,0,0,719,0,0,0,11,0,7,0,21,111,84,0,0,0,0,8,0,12145,0,6,0,0,0,0,3,55,0,5,0,0,0,0,0,0,0,661,0,0,0,414,0,64,0,0,227,0,36,0,3602,0,0,0,1,0,0,0,0,0,0,23,0,0,0,0,0,320,319,4,12,0,0,0,9,0,0,0,4,0,508,0,0,0,0,1345,0,0,10,0,0,0,36,3,0,46,8456,0,0,0,0,0,0,0,0,20,0,13,0,0,0,0,271,0,0,0,0,3,0,24,0,0,0,0,0,0,0,0,0,0,595,0,0,2,0,0,43,74,0,0,249,0,0,0,0,0,0,0,0,0,13,0,34,28,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,4,3716,0,0,0,0,29,84,0,0,1824,64048,2,0,0,0,0,0,5,4,0,0,0,23,0,0,0,94,0,0,0,0,2395,0,0,36,0,6,0,0,0,15,0,0,0,0,82,2,2,0,0,0,0,0,0,0,8,10,0,182,0,0,6,7,2,12,0,1,0,0,0,0,0,0,0,0,0,260,0,0,5,2,0,6,0,0
139,0,0,401,0,0,27,37,0,103,486,0,0,486,0,0,0,13,0,4,0,66,85,84,0,0,0,0,3,3,6895,0,31,0,0,0,0,0,332,0,0,0,0,0,0,0,0,0,406,2,0,0,268,0,28,0,0,417,0,127,0,3461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1275,166,0,0,0,0,0,14,0,0,0,5,0,348,0,0,0,0,1474,2,0,2,4,0,0,123,15,0,100,4277,0,0,0,0,0,0,0,0,20,0,110,0,0,0,0,768,0,0,0,0,3,0,37,0,0,0,0,0,0,0,0,0,0,447,0,0,28,0,0,0,46,4,3,246,2,0,0,0,0,0,0,0,3,72,0,46,8,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,8,2401,0,0,0,0,20,0,0,0,2519,30253,0,0,0,0,0,0,6,6,0,0,0,4,0,0,0,193,0,0,0,0,2420,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,0,0,3,0,126,0,0,32,2,5,15,0,4,11,0,0,0,0,0,0,8,0,445,0,0,4,0,0,8,0,0
140,0,0,136,25,0,24,112,0,427,1706,0,0,428,0,26,0,6,0,4,0,836,122,30,0,0,0,0,4,11,4746,0,294,0,0,0,0,0,2705,0,2,0,0,0,0,0,0,0,59,0,0,2,139,0,45,0,0,314,0,382,0,1840,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,3978,359,31,0,0,0,0,6,0,0,0,0,21,316,0,0,2,0,443,0,0,0,34,0,0,201,142,0,1099,6744,0,0,0,0,0,0,0,0,14,0,1787,0,0,0,0,1873,0,9,0,0,0,0,19,0,0,2,1,0,0,0,0,0,0,154,0,0,135,0,0,0,27,5,6,650,86,0,0,0,0,0,0,2,0,725,0,51,25,0,0,0,0,220,0,0,0,0,5,0,0,0,0,0,0,0,192,0,0,0,0,0,9,6,1601,0,0,2,0,33,0,0,0,1633,18293,0,0,0,0,0,0,5,3,0,0,0,4,0,0,0,66,0,0,0,0,5547,17,0,0,4,2,0,0,0,62,0,0,0,0,11,7,98,0,0,0,0,0,2,0,1,0,0,279,0,0,40,3,7,15,0,8,148,22,0,0,0,0,0,2,0,515,0,0,1,0,0,12,0,0
141,0,0,74,0,0,7,94,0,192,2711,0,0,458,0,24,0,6,0,15,0,1242,167,42,0,0,0,0,4,10,4202,0,222,0,0,0,0,4,1564,0,0,0,0,0,2,0,0,0,1,0,0,0,50,0,49,0,0,424,0,51,0,1701,0,0,0,0,0,0,0,8,0,0,9,0,0,0,0,0,2429,405,33,0,0,0,0,5,0,0,0,0,43,197,0,0,0,0,357,0,0,0,47,0,0,389,100,0,633,6442,0,0,0,0,0,0,0,0,6,0,1419,0,0,0,0,1487,0,9,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,29,0,0,229,0,0,0,10,4,3,366,56,0,0,3,0,0,2,1,0,722,0,31,12,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,2,0,0,0,5,2085,0,0,2,0,28,0,0,0,1194,14770,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,79,0,0,0,0,5895,2,0,0,2,8,0,0,0,53,0,0,0,0,0,8,26,0,0,3,0,0,0,0,3,0,0,135,0,0,7,2,8,9,2,14,6,0,0,0,0,0,0,0,0,451,0,0,5,2,0,6,0,0
142,0,0,416,0,0,0,90,0,166,556,0,0,317,0,2,0,4,0,2,0,160,70,2,0,0,0,0,4,0,4136,0,116,0,0,0,0,0,1563,0,4,0,0,0,0,0,0,0,139,0,0,0,252,0,25,0,0,278,0,293,0,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2670,183,13,0,0,0,0,2,0,0,0,2,1,172,11,0,0,0,520,0,0,9,6,0,0,172,41,0,292,9953,0,0,0,0,0,0,0,0,3,0,475,0,0,0,22,749,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,118,0,0,4,0,0,0,14,3,0,172,23,0,0,0,0,0,0,0,0,259,0,38,4,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,1516,0,0,0,0,8,0,0,0,1475,26895,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,50,0,0,0,0,3659,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,5,0,44,0,0,0,0,2,11,0,0,104,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0
143,0,0,325,8,0,0,72,0,147,508,0,0,257,0,0,0,3,0,0,0,48,56,0,0,0,0,0,1,0,3504,0,26,0,0,0,0,0,518,0,9,0,0,0,0,0,0,0,507,2,0,0,261,0,30,0,0,99,0,170,0,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1381,146,5,7,0,0,0,0,0,0,0,3,3,165,19,0,0,0,186,3,0,3,0,0,0,95,10,0,109,4542,0,0,0,0,0,0,0,0,2,0,105,0,0,0,0,209,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,16,0,0,184,6,0,0,0,0,0,0,0,0,52,0,19,0,0,3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,1031,0,0,0,0,0,0,0,0,1018,19664,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,30,0,0,0,0,1357,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,7,0,13,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,3,0,32,0,0,0,0,0,0,0,0
144,0,0,563,0,0,0,34,0,195,552,0,0,869,0,0,0,8,0,3,0,32,81,7,0,0,0,0,18,0,8263,0,15,0,0,0,0,0,318,0,9,0,0,0,0,0,0,0,413,0,0,0,196,0,34,0,0,331,0,220,0,1632,0,0,0,0,0,0,0,2,0,18,2,0,0,0,0,0,795,142,5,0,0,0,0,5,0,0,0,4,2,257,0,0,0,0,699,2,0,2,2,0,0,96,11,0,104,4261,0,0,0,0,0,0,8,0,9,0,69,0,0,0,0,422,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,0,0,43,2,2,207,0,0,0,0,0,0,0,0,0,53,0,19,1,0,0,0,0,21,0,0,0,0,17,0,0,0,0,0,0,0,22,0,0,0,0,0,0,3,3344,0,0,0,0,0,0,0,0,2612,34617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,3392,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,3,10,0,0,0,0,0,0,0,9,0,2,35,0,0,0,0,0,0,37,0,180,0,0,0,0,0,2,0,0
147,0,0,790,0,0,0,101,0,122,200,0,0,400,0,0,0,3,0,0,0,121,91,25,0,0,0,0,19,0,5898,0,12,0,0,0,0,0,449,0,16,0,0,0,0,0,0,0,305,0,0,0,63,0,31,0,0,93,0,180,0,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1198,229,0,16,0,0,0,2,0,0,0,5,0,175,0,0,0,0,527,4,0,0,0,0,0,225,15,0,168,7569,0,0,0,0,0,0,0,0,5,0,176,0,0,0,0,122,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,763,0,0,0,0,0,0,23,0,0,48,0,0,0,0,0,0,0,0,0,26,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,2,1300,0,0,0,0,0,0,0,0,1181,32043,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,2174,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,25,0,0,3,2,0,11,0,0,43,0,0,0,0,0,0,28,0,25,0,0,0,0,0,2,0,0
148,0,0,310,27,0,0,47,0,161,549,0,0,202,0,4,0,0,0,0,0,523,36,1,0,0,1,0,2,2,3798,0,19,0,0,0,0,0,1090,0,2,0,0,12,0,0,0,0,110,0,0,0,18,0,15,0,0,56,0,159,0,372,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,897,135,7,0,0,0,0,2,0,0,0,0,3,67,0,0,0,0,233,0,0,13,3,0,0,345,8,0,357,5899,0,0,0,0,0,0,0,0,0,0,404,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,7,0,0,88,10,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,507,0,0,0,0,7,0,0,0,764,13408,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,2030,0,0,0,0,3,0,0,0,5,0,0,0,0,0,2,30,0,0,0,0,0,0,0,0,5,0,16,0,0,5,0,0,4,0,0,115,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0
