"time","g__Methanobrevibacter","g__Methanomassiliicoccus","g__Actinobaculum","g__Actinomyces","g__Actinotignum","g__Varibaculum","g__Aeriscardovia","g__Alloscardovia","g__Bifidobacterium","g__Scardovia","g__Corynebacterium","g__Lawsonella","g__Frigoribacterium","g__Kocuria","g__Micrococcus","g__Rothia","g__Cutibacterium","g__Atopobium","g__Olsenella","g__Collinsella","g__Enorma","g__Adlercreutzia","g__Asaccharobacter","g__Eggerthella","g__Enterorhabdus","g__Gordonibacter","g__Slackia","g__Bacteroidetes_unclassified","g__Bacteroides","g__Bacteroidales_unclassified","g__Barnesiella","g__Coprobacter","g__Dysgonomonas","g__Butyricimonas","g__Odoribacter","g__Porphyromonas","g__Sanguibacteroides","g__Alloprevotella","g__Paraprevotella","g__Prevotella","g__Alistipes","g__Rikenella","g__Parabacteroides","g__Candidatus_Gastranaerophilales_unclassified","g__Chlamydia","g__Arthrospira","g__Gemella","g__Paenibacillus","g__Staphylococcus","g__Abiotrophia","g__Granulicatella","g__Bavariicoccus","g__Enterococcus","g__Lactobacillus","g__Pediococcus","g__Sharpea","g__Leuconostoc","g__Weissella","g__Lactococcus","g__Streptococcus","g__Catabacter","g__Christensenella","g__Butyricicoccus","g__Clostridium","g__Hungatella","g__Lactonifactor","g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified","g__Clostridiales_unclassified","g__Intestinimonas","g__Lawsonibacter","g__Monoglobus","g__Anaerofustis","g__Eubacteriaceae_unclassified","g__Eubacterium","g__Anaerocolumna","g__Anaerosporobacter","g__Anaerostipes","g__Anaerotignum","g__Blautia","g__Butyrivibrio","g__Cellulosilyticum","g__Coprococcus","g__Dorea","g__Eisenbergiella","g__Faecalicatena","g__Fusicatenibacter","g__Lachnoclostridium","g__Lachnospira","g__Lachnospiraceae_unclassified","g__Murimonas","g__Robinsoniella","g__Roseburia","g__Sellimonas","g__Shuttleworthia","g__Tyzzerella","g__Oscillibacter","g__Peptococcus","g__Clostridioides","g__Intestinibacter","g__Peptostreptococcus","g__Romboutsia","g__Terrisporobacter","g__Agathobaculum","g__Anaerofilum","g__Anaeromassilibacillus","g__Anaerotruncus","g__Faecalibacterium","g__Flavonifractor","g__Gemmiger","g__Harryflintia","g__Pseudoflavonifractor","g__Ruminococcaceae_unclassified","g__Ruminococcus","g__Ruthenibacterium","g__Absiella","g__Bulleidia","g__Candidatus_Stoquefichus","g__Catenibacterium","g__Coprobacillus","g__Dielma","g__Erysipelatoclostridium","g__Erysipelothrix","g__Faecalicoccus","g__Faecalitalea","g__Holdemanella","g__Holdemania","g__Massiliomicrobiota","g__Solobacterium","g__Turicibacter","g__Firmicutes_unclassified","g__Acidaminococcus","g__Phascolarctobacterium","g__Megamonas","g__Mitsuokella","g__Allisonella","g__Anaeroglobus","g__Dialister","g__Megasphaera","g__Veillonella","g__Anaerococcus","g__Finegoldia","g__Parvimonas","g__Peptoniphilus","g__Tissierellia_unclassified","g__Fusobacterium","g__Victivallis","g__Enhydrobacter","g__Oxalobacter","g__Parasutterella","g__Sutterella","g__Turicimonas","g__Microvirgula","g__Eikenella","g__Neisseria","g__Bilophila","g__Desulfovibrio","g__Desulfovibrionaceae_unclassified","g__Campylobacter","g__Aeromonas","g__Citrobacter","g__Cronobacter","g__Enterobacter","g__Escherichia","g__Klebsiella","g__Kluyvera","g__Kosakonia","g__Leclercia","g__Raoultella","g__Hafnia","g__Morganella","g__Proteus","g__Providencia","g__Serratia","g__Wohlfahrtiimonas","g__Aggregatibacter","g__Haemophilus","g__Acinetobacter","g__Moraxella","g__Pseudomonas","g__Proteobacteria_unclassified","g__Brachyspira","g__Treponema","g__Cloacibacillus","g__Fretibacterium","g__Akkermansia","g__Saccharomyces","g__Blastocystis"
5,0,0,0,0,0,0,0,0,4.59305,0,0,0,0,0,0,0.11234,0,0,0,0.00769,0,0,0,0,0,0,0,0,8.64016,0,0,0,0,0,0,0,0,0,0,1.23027,0,0,0.39314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13086,0,0,1.08867,0.10461,5.95,0,0,0,0,0,0,0,0,0,0,0,0.03163,0.26099,4.61602,0,0,0.34046,3.02222,0,0,0.03627,0.17507,0.01373,0,0,0,0.17903,0,0,0,0.01066,0,0,0.04724,0,0,0,0,0,0,0,1.85864,4.35939,6.39821,0,6.46112,0,0,0,0,0,0,0,0,0,1.32759,0,0,0,0,0,0.08198,0,0.03229,0,0,0,0,0,0,0,0,0,42.38002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04822,0,0.00965,0,0,5.75679,0,0,0,0,0,0,0,0.15146,0,0,0,0,0.14809,0,0,0,0,0,0,0,0,0.00244,0,0
7,0,0,0,0,0,0,0,0,2.87215,0,0,0,0,0,0,0.00805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15773,0,0,0.77076,0.48661,6.07125,0,0,0,0,0,0,0,0,0.0608,0,0,0,0.04166,2.01577,0,0,0,1.93439,0,0,0,0.30131,0,0,0,0,27.35903,0,0,0,0,0,0,0.57305,0,0,0,0,0,0,0,0,8.50538,4.72656,0,2.27007,0,0,0,0,0,0,0,0,0,1.32122,0,0,0,0,0,0.00641,0,0,0.67835,0,0,0,0,0,0,0,0,25.35642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.85094,2.72211,0,0,0,0,0,0,1.87135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0.20838,0,0.00242,0,0,0,0,0,0,0,0,0.01342,0,0,0,0,0,0,0,0,1.26627,0,0.01313,0,0,0.00653,0.04574,0.00468,0,0,0,0.01565,0.09262,0,0.54443,0,0,0,0,0,0,0,0,0,0,0.80324,0,0,0,0,0,0.18987,0,0,0.41913,0.10267,0.93842,0,0,0,0,0,0,0,0,0.05732,0,0,0,0,2.22079,0.19224,0,0,1.92234,0.02206,0,3.78125,0.09812,16.23709,0.0155,0,0,42.29395,0,0,0,0.02041,0,0,0.22181,0,0,0,0,0,0,0,11.05606,0.69958,0,0,0.34262,1.78722,0.02212,0,0,0,0,0,0,0,1.31106,0,0,0,0,0,0.08189,0,0,0.04528,0,0.00137,0,0,0,0,0,0,9.61233,0,0,0.00494,0.01371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50805,0,0,0,0,0,0,0,0.34374,0,0,0,0,0.14309,0,0,0.02791,0,0,0,0.07609,0,0.17345,0,0
11,0,0,0,0,0,0,0,0,0.11852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36532,0,0,0,0,0,0.03663,0,0,0.09588,0.16396,0.23409,0,0,0,0,0,0,0,0,0.0224,0,0,0,0,1.57381,0,0,0,0.71613,0,0,2.62929,0.11859,8.31636,0,0,0,66.99397,0,0,0,0,0,0,0.04614,0,0,0,0,0,0,0,7.06742,0.72927,0,0,0.45028,1.92987,0,0,0,0,0,0,0,0,0.91034,0,0,0,0,0,0.01725,0,0,0,0,0,0,0,0,0,0,0,6.06374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67915,0,0,0,0,0,0,0,0.00472,0,0,0,0,0.60495,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0.80151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06751,0,0.00172,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36791,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49944,0,0,0,0,0,0.03168,0,0,0.21187,0.07403,0.4784,0,0,0,0,0,0,0,0,0.00935,0,0,0,0.02237,11.72427,0,0,0,1.09398,0,0,2.48262,0.23262,9.40917,0,0,0,46.25914,0,0,0.01887,0,0,0,0.13595,0,0,0,0,0,0,0,12.57143,1.13205,0,0,1.06659,2.49748,0,0,0,0,0,0,0,0.17293,2.07071,0,0,0,0,0,0.00153,0,0,0.20119,0,0,0,0,0,0,0,0,5.00031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2885,0,0,0,0,0,0,0,0.07486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0.47319,0,0,0,0,0,0,0,0,0,0,0,0,0.00022,0.00332,0.02879,0,0.00168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37096,0,0,0,0,0,0.01743,0,0,0.15428,0.04601,0.36984,0,0,0,0,0,0,0,0,0.033,0,0,0,0.02329,2.10678,0,0,0,0.95559,0,0,1.53123,0.0717,7.26835,0,0,0,56.0675,0,0,0,0,0,0,0.0676,0,0,0,0,0,0,0,9.94039,0.89416,0,0,2.34451,11.03629,0,0,0,0,0,0,0.044,0,0.44441,0,0,0,0,0,0.02025,0,0,0.19252,0,0,0,0,0,0,0,0,3.80427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46842,0,0,0,0,0,0,0,0.04222,0,0,0,0,0.17782,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,1.97161,0,0,0,0,0,0,0,0,0,0,0,0,0.10864,0.20237,0.58145,0.00724,0.08234,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00034,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07001,0,0,0,0,0,0.07466,0,0,0.66333,0.3513,0.60742,0,0,0,0,0,0,0,0,4.7712,0,0,0,0,6.16634,0,0,0,2.68353,0,0,8.68341,0.78052,1.2388,0,0,0,39.82977,0,0,0,0,0,0,0.55054,0,0,0,0,0,0,0,8.30803,4.29636,0,0,0.45243,0.63442,0,0,0,0,0,0,0,0,1.45116,0,0,0,0,0,0,0,0,0.03053,0,0,0,0,0,0,0,0,2.3694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9221,0.6034,0,0,0,0,0,0,1.50732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0.27103,0,0,0,0,0,0,0,0,0,0,0,0,0.00263,0.01157,0.05096,0,0.00476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03562,0,0,0,0,0,0.03856,0,0,0.1242,0.2757,0.0235,0,0,0,0,0,0,0,0,15.34875,0,0,0,0,3.29966,0,0,0,1.43968,0,0,5.72261,0.54051,0.66406,2.99311,0,0,16.42572,0,0,0,0,0,0,0.2364,0,0,0,0,0,0,0,14.52364,2.5936,0,0,0.0162,5.19164,0,0,0,0,0,0,0,0,2.25362,0,0,0,0,0,0.01383,0,0,0.08248,0,0,0,0,0,0,0.02011,0,15.10571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0066,11.20633,1.33128,0,0,0,0,0,0,0.08515,0,0,0,0,0.06079,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0.23502,0,0,0,0,0,0,0.00352,0.12233,0,0,0,0,0,0.00094,0.01667,0,0,0,0,0.02678,0,0.01086,0,0,0,0,0.142,0,0.17784,0,1.57254,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75312,0,0,0,0,0,0.11995,0,0,0.10105,0.28925,0.29562,0,0,0,0,0,0,0,0,0.48646,0,0,0.03135,0,2.94786,0,0,0,0.97807,0,0,2.68781,0.38636,8.57275,6.50087,0,0,53.4338,0,0,0.02092,0,0,0,0.19068,0,0,0,0.29978,0,0.11912,0,4.43714,0.63426,0,0,0.00915,9.03591,0,0,0,0,0,0,0,0.0268,0.51828,0,0,0,0,0,0,0,0,0.02429,0,0,0,0,0,0,0,0,3.74458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94123,0,0,0,0,0,0,0,0.03434,0,0,0,0,0.07069,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0.07875,0,0,0,0,0,0,0.01708,0,0,0,0,0,0.01044,0.02502,0.11588,0,0.01324,0,0,0.02222,0,0,0,0,0,0,0,0,0,0,0.54792,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0.81091,0,0,0,0,0,0.18741,0,0,0,0.30281,0.49035,0,0,0,0,0,0,0,0,0.49917,0,0,0.10388,0,2.79075,0,0,0,0.91776,0.06393,0,5.03664,0.38657,15.64338,15.78873,0,0,19.67895,0,0,0.00868,0,0,0,0.24676,0,0,0,0.1348,0,0.76701,0.00735,8.75121,3.21919,0,0,0.05112,7.79813,0,0,0,0,0,0,0.02412,0,0.3729,0,0,0,0,0,0.00885,0,0,0.03222,0,0,0,0,0,0,0,0,11.52995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80899,0,0,0,0,0,0,0,0.69932,0,0,0,0,0.00408,0,0,0,0,0,0,0,0,0,0,0
