"time","g__Methanobrevibacter","g__Methanomassiliicoccus","g__Actinobaculum","g__Actinomyces","g__Actinotignum","g__Varibaculum","g__Aeriscardovia","g__Alloscardovia","g__Bifidobacterium","g__Scardovia","g__Corynebacterium","g__Lawsonella","g__Frigoribacterium","g__Kocuria","g__Micrococcus","g__Rothia","g__Cutibacterium","g__Atopobium","g__Olsenella","g__Collinsella","g__Enorma","g__Adlercreutzia","g__Asaccharobacter","g__Eggerthella","g__Enterorhabdus","g__Gordonibacter","g__Slackia","g__Bacteroidetes_unclassified","g__Bacteroides","g__Bacteroidales_unclassified","g__Barnesiella","g__Coprobacter","g__Dysgonomonas","g__Butyricimonas","g__Odoribacter","g__Porphyromonas","g__Sanguibacteroides","g__Alloprevotella","g__Paraprevotella","g__Prevotella","g__Alistipes","g__Rikenella","g__Parabacteroides","g__Candidatus_Gastranaerophilales_unclassified","g__Chlamydia","g__Arthrospira","g__Gemella","g__Paenibacillus","g__Staphylococcus","g__Abiotrophia","g__Granulicatella","g__Bavariicoccus","g__Enterococcus","g__Lactobacillus","g__Pediococcus","g__Sharpea","g__Leuconostoc","g__Weissella","g__Lactococcus","g__Streptococcus","g__Catabacter","g__Christensenella","g__Butyricicoccus","g__Clostridium","g__Hungatella","g__Lactonifactor","g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified","g__Clostridiales_unclassified","g__Intestinimonas","g__Lawsonibacter","g__Monoglobus","g__Anaerofustis","g__Eubacteriaceae_unclassified","g__Eubacterium","g__Anaerocolumna","g__Anaerosporobacter","g__Anaerostipes","g__Anaerotignum","g__Blautia","g__Butyrivibrio","g__Cellulosilyticum","g__Coprococcus","g__Dorea","g__Eisenbergiella","g__Faecalicatena","g__Fusicatenibacter","g__Lachnoclostridium","g__Lachnospira","g__Lachnospiraceae_unclassified","g__Murimonas","g__Robinsoniella","g__Roseburia","g__Sellimonas","g__Shuttleworthia","g__Tyzzerella","g__Oscillibacter","g__Peptococcus","g__Clostridioides","g__Intestinibacter","g__Peptostreptococcus","g__Romboutsia","g__Terrisporobacter","g__Agathobaculum","g__Anaerofilum","g__Anaeromassilibacillus","g__Anaerotruncus","g__Faecalibacterium","g__Flavonifractor","g__Gemmiger","g__Harryflintia","g__Pseudoflavonifractor","g__Ruminococcaceae_unclassified","g__Ruminococcus","g__Ruthenibacterium","g__Absiella","g__Bulleidia","g__Candidatus_Stoquefichus","g__Catenibacterium","g__Coprobacillus","g__Dielma","g__Erysipelatoclostridium","g__Erysipelothrix","g__Faecalicoccus","g__Faecalitalea","g__Holdemanella","g__Holdemania","g__Massiliomicrobiota","g__Solobacterium","g__Turicibacter","g__Firmicutes_unclassified","g__Acidaminococcus","g__Phascolarctobacterium","g__Megamonas","g__Mitsuokella","g__Allisonella","g__Anaeroglobus","g__Dialister","g__Megasphaera","g__Veillonella","g__Anaerococcus","g__Finegoldia","g__Parvimonas","g__Peptoniphilus","g__Tissierellia_unclassified","g__Fusobacterium","g__Victivallis","g__Enhydrobacter","g__Oxalobacter","g__Parasutterella","g__Sutterella","g__Turicimonas","g__Microvirgula","g__Eikenella","g__Neisseria","g__Bilophila","g__Desulfovibrio","g__Desulfovibrionaceae_unclassified","g__Campylobacter","g__Aeromonas","g__Citrobacter","g__Cronobacter","g__Enterobacter","g__Escherichia","g__Klebsiella","g__Kluyvera","g__Kosakonia","g__Leclercia","g__Raoultella","g__Hafnia","g__Morganella","g__Proteus","g__Providencia","g__Serratia","g__Wohlfahrtiimonas","g__Aggregatibacter","g__Haemophilus","g__Acinetobacter","g__Moraxella","g__Pseudomonas","g__Proteobacteria_unclassified","g__Brachyspira","g__Treponema","g__Cloacibacillus","g__Fretibacterium","g__Akkermansia","g__Saccharomyces","g__Blastocystis"
0,0,0,0,0,0,0,0,0,0.14733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.42432,0,0,0,0,0,2.25531,0,0,0,0,0,12.02589,0,3.35475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355,0,0,0,0,0,0,0,0,0,0,0,0,0.01478,0,0.08601,0,0,0.03711,0.03057,0.02248,0,0,0.05038,0.01278,0.18587,0,0,1.16933,0,0,0,3.08603,0,0,0,0,0,0,0.0186,0,0,0,9.90415,0.14884,0,0,0,0,0.0035,0.00951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09913,0,0,0,0,0,0,0.14164,0,0.07967,0,0,0,0,0,0,0,0,0,0.02871,0,0.00652,0,0,0,0.05431,0,0,0,0,0,0,0,0.08399,0,0,0,0,0,0,0,0,0,0,0,0,0.20798,0,0,0,0.27501,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0.19396,0,0,0,0,0,0,0,0,0,0,0.02206,0,0,0,0,0,0,0,0,66.47017,0,0,0,0,0,0.35707,0,0,0,0,0.06501,2.17174,0,8.11042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16245,0,0,0,0.12387,0,0,0,0,0,0,0,0,0,0.66481,0,0,0.07744,0,0.08617,0,0,0.18365,0.06973,0,0,0.10321,0,0,2.3219,0,0,0.45418,0,0,0,0.57801,0,0,0,0,0,0,0.08815,0,0,0,16.33618,0.042,0,0,0,0.09704,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02143,0,0,0,0.0428,0,0,0,0,0,0,0.06087,0,0.24487,0,0,0,0,0,0,0,0,0,0.01219,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55219,0,0,0,0.28493,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0.27211,0,0,0,0,0,0,0,0,0,0,0.08164,0,0,0,0,0,0,0,0,63.15782,0,0,0,0,0,0.83183,0.00093,0,0,0,0.13003,3.64073,0,7.67995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16531,0,0,0,0.04902,0,0,0,0,0,0,0,0,0,0.61532,0,0,0.46312,0,0.16126,0,0,0.24432,0.32399,0.00126,0,0.02172,0.01409,0,0.57072,0,0,0.56056,0,0,0,3.62082,0,0,0.01182,0,0,0,0.11252,0,0,0,15.11829,0.18873,0,0,0,0.01089,0,0,0,0,0,0,0,0.04362,0.01233,0,0,0,0,0.01826,0,0,0,0.20778,0,0,0,0,0,0,0.05247,0,0.58184,0,0,0,0,0,0,0,0,0,0.06803,0,0.02655,0,0,0,0.03733,0,0,0,0,0,0,0,0.03873,0,0,0,0,0,0,0,0,0,0,0,0.01009,0.06781,0,0,0,0.78642,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0.04806,0,0,0,0,0,0,0,0.02769,0,0,0.00671,0,0,0,0,0,0,0,0,72.12801,0,0,0,0,0,1.07016,0,0,0,0,0,7.11056,0,2.08411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03559,0,0,0,0.06789,0,0,0,0,0,0,0,0,0,0.20942,0,0,0.44918,0,0.2017,0,0,0.12515,0.11959,0.00763,0,0.0275,0,0,1.61632,0,0,1.90175,0,0,0,0.74989,0,0,0,0,0,0,0.0076,0,0,0,11.43596,0.03872,0,0,0,0.03545,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00614,0,0,0.05803,0.03642,0,0,0,0,0,0,0.02968,0,0,0,0,0,0,0,0,0,0,0,0.0101,0,0.00895,0,0,0,0.01939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06507,0,0,0,0.2616,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0.20299,0,0,0,0,0,0,0,0.01169,0,0,0.00182,0,0,0.00294,0,0,0,0,0,73.31572,0,0,0,0,0,1.07435,0,0,0,0,0,6.73799,0,6.96013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02298,0,0,0,0,0,0,0,0,0,0.83566,0,0,0.35047,0,0.22647,0,0,0.1138,0.31545,0.03106,0,0.04351,0,0,3.16912,0,0,2.02163,0,0,0,0.35653,0,0,0,0,0,0,0.00884,0,0,0,3.33498,0.0631,0,0,0,0.04897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10602,0,0,0,0,0,0,0.062,0,0.0039,0,0,0,0,0,0,0,0,0,0.02543,0,0.0124,0,0,0,0.04582,0,0,0,0,0,0,0,0.00321,0,0,0,0,0,0,0,0,0,0,0,0,0.00669,0,0,0,0.48433,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0.85688,0,0,0,0,0,0,0,0.01692,0,0,0.03023,0,0,0,0,0,0,0,0,68.9049,0,0,0,0,0,0.57694,0,0,0,0,0,1.53273,0,10.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03045,0,0,0,0.12334,0,0,0,0,0,0,0,0,0,0.97461,0,0,0.22811,0,0.56408,0,0,0.10209,0.35282,0,0,0.15443,0,0,0.23866,0,0,0.61238,0,0,0,0.69491,0,0,0.14035,0,0,0,0.03161,0,0,0,11.46163,0.00246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00949,0,0,0,0.02319,0,0,0,0,0,0,0.12609,0,0.30085,0,0,0,0,0,0,0,0,0,0.03374,0,0.02553,0,0,0,0.0137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47984,0,0,0,0.47705,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0.07799,0,0,0,0,0,0,0,0,0,0,0.01068,0,0,0,0,0,0,0,0,67.86965,0,0,0,0,0,1.16758,0,0,0,0,0,4.62585,0,13.20241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38514,0,0,0,0,0,0,0,0,0,0.08971,0,0,0.01793,0,0.42726,0,0,0.33306,0.5835,0,0,0.08761,0,0,0.24027,0,0,0.79751,0,0,0,0.77512,0,0,0.0127,0,0,0,0.03991,0,0,0,7.82304,0.08335,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08252,0,0,0,0,0,0,0.16091,0,0,0,0,0,0,0,0,0,0,0,0.07969,0,0.0468,0,0,0,0.04409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93423,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0.09919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.21294,0,0,0,0,0,1.81073,0,0,0,0,0.02247,8.80869,0,5.90578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77055,0,0,0.00163,0,0.07668,0,0,0.0672,0.03701,0,0,0.01512,0,0,1.85131,0,0,0.71056,0,0,0,1.18593,0,0,0,0,0,0,0,0,0,0,7.56517,0.02906,0,0,0,0.1402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10857,0,0,0,0,0,0,0.03659,0,0.01466,0,0,0,0,0,0,0,0,0,0.01414,0,0.00998,0,0,0,0.05847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11769,0,0,0,0.32965,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0.09669,0,0,0,0,0,0,0,0.0221,0,0,0.02606,0,0,0,0,0,0,0,0,60.82524,0,0,0,0,0,2.17512,0,0,0.11002,0,0,7.61057,0,9.80043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127,0,0,0.00207,0,0,0,0,0,0,0.06378,0,0,0.02091,0,0.03467,0,0,0.07125,0.0347,0,0,0.00188,0,0,0.53587,0,0,1.9033,0,0,0,0.904,0,0,0.00731,0,0,0,0.00142,0,0,0,12.39436,0.05118,0,0,0,0.03883,0.05642,0,0,0,0,0,0,0,0,0,0,0,0,0.01442,0,0,0,0.13858,0,0,0,0,0,0,0.10214,0,0.4399,0,0,0,0,0,0.02549,0,0,0,0.05198,0,0.01619,0,0,0,0.15205,0,0,0,0,0,0,0,0,0.02212,0,0,0,0,0,0,0,0,0,0,0.02838,1.37971,0,0,0,0.71386,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0,0,0.24905,0,0,0,0,0,0,0,0,0,0,0.34136,0,0,0,0,0,0,0,0,67.22716,0,0.00585,0,0,0,1.14452,0,0,0,0,1.01941,8.2943,0,8.60005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28484,0,0,0,0.36131,0,0,0,0,0,0,0,0,0,0.24569,0,0,0.08776,0,0.24881,0,0,0.21211,0.2418,0.01807,0,0.01537,0.03111,0.05325,2.20717,0,0,1.02115,0,0,0,0.56442,0,0,0,0,0,0,0.0227,0,0,0,4.74785,0.12356,0,0,0,0.01464,0,0,0,0,0,0,0,0.00187,0,0,0,0,0.08533,0,0,0,0,0.12246,0.13318,0.47691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08161,0,0.07359,0,0,0,0.17336,0,0,0,0,0,0,0,0.14927,0,0,0,0,0,0,0,0,0,0,0,0,0.25044,0,0,0,1.06872,0,0,0,0,0,0,0
