"time","g__Methanobrevibacter","g__Methanomassiliicoccus","g__Actinobaculum","g__Actinomyces","g__Actinotignum","g__Varibaculum","g__Aeriscardovia","g__Alloscardovia","g__Bifidobacterium","g__Scardovia","g__Corynebacterium","g__Lawsonella","g__Frigoribacterium","g__Kocuria","g__Micrococcus","g__Rothia","g__Cutibacterium","g__Atopobium","g__Olsenella","g__Collinsella","g__Enorma","g__Adlercreutzia","g__Asaccharobacter","g__Eggerthella","g__Enterorhabdus","g__Gordonibacter","g__Slackia","g__Bacteroidetes_unclassified","g__Bacteroides","g__Bacteroidales_unclassified","g__Barnesiella","g__Coprobacter","g__Dysgonomonas","g__Butyricimonas","g__Odoribacter","g__Porphyromonas","g__Sanguibacteroides","g__Alloprevotella","g__Paraprevotella","g__Prevotella","g__Alistipes","g__Rikenella","g__Parabacteroides","g__Candidatus_Gastranaerophilales_unclassified","g__Chlamydia","g__Arthrospira","g__Gemella","g__Paenibacillus","g__Staphylococcus","g__Abiotrophia","g__Granulicatella","g__Bavariicoccus","g__Enterococcus","g__Lactobacillus","g__Pediococcus","g__Sharpea","g__Leuconostoc","g__Weissella","g__Lactococcus","g__Streptococcus","g__Catabacter","g__Christensenella","g__Butyricicoccus","g__Clostridium","g__Hungatella","g__Lactonifactor","g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified","g__Clostridiales_unclassified","g__Intestinimonas","g__Lawsonibacter","g__Monoglobus","g__Anaerofustis","g__Eubacteriaceae_unclassified","g__Eubacterium","g__Anaerocolumna","g__Anaerosporobacter","g__Anaerostipes","g__Anaerotignum","g__Blautia","g__Butyrivibrio","g__Cellulosilyticum","g__Coprococcus","g__Dorea","g__Eisenbergiella","g__Faecalicatena","g__Fusicatenibacter","g__Lachnoclostridium","g__Lachnospira","g__Lachnospiraceae_unclassified","g__Murimonas","g__Robinsoniella","g__Roseburia","g__Sellimonas","g__Shuttleworthia","g__Tyzzerella","g__Oscillibacter","g__Peptococcus","g__Clostridioides","g__Intestinibacter","g__Peptostreptococcus","g__Romboutsia","g__Terrisporobacter","g__Agathobaculum","g__Anaerofilum","g__Anaeromassilibacillus","g__Anaerotruncus","g__Faecalibacterium","g__Flavonifractor","g__Gemmiger","g__Harryflintia","g__Pseudoflavonifractor","g__Ruminococcaceae_unclassified","g__Ruminococcus","g__Ruthenibacterium","g__Absiella","g__Bulleidia","g__Candidatus_Stoquefichus","g__Catenibacterium","g__Coprobacillus","g__Dielma","g__Erysipelatoclostridium","g__Erysipelothrix","g__Faecalicoccus","g__Faecalitalea","g__Holdemanella","g__Holdemania","g__Massiliomicrobiota","g__Solobacterium","g__Turicibacter","g__Firmicutes_unclassified","g__Acidaminococcus","g__Phascolarctobacterium","g__Megamonas","g__Mitsuokella","g__Allisonella","g__Anaeroglobus","g__Dialister","g__Megasphaera","g__Veillonella","g__Anaerococcus","g__Finegoldia","g__Parvimonas","g__Peptoniphilus","g__Tissierellia_unclassified","g__Fusobacterium","g__Victivallis","g__Enhydrobacter","g__Oxalobacter","g__Parasutterella","g__Sutterella","g__Turicimonas","g__Microvirgula","g__Eikenella","g__Neisseria","g__Bilophila","g__Desulfovibrio","g__Desulfovibrionaceae_unclassified","g__Campylobacter","g__Aeromonas","g__Citrobacter","g__Cronobacter","g__Enterobacter","g__Escherichia","g__Klebsiella","g__Kluyvera","g__Kosakonia","g__Leclercia","g__Raoultella","g__Hafnia","g__Morganella","g__Proteus","g__Providencia","g__Serratia","g__Wohlfahrtiimonas","g__Aggregatibacter","g__Haemophilus","g__Acinetobacter","g__Moraxella","g__Pseudomonas","g__Proteobacteria_unclassified","g__Brachyspira","g__Treponema","g__Cloacibacillus","g__Fretibacterium","g__Akkermansia","g__Saccharomyces","g__Blastocystis"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.82605,0,0,0,0,0,0.89674,0,0,0,0,0.11918,4.22087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44896,0,1.8854,0,0,0,0,0,0,1.06809,0,0,0.14319,0,0,12.71171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01626,0,0,0,0,55.13433,0,0,0,0,0,1.56491,0,0,0,0,0,6.94338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40358,0,0,0,0,0,0,0,0,0,1.02361,0,0,0.60629,0,0.81311,0,0,0.27585,1.48362,0,0,0.76206,0.02875,0,6.96751,0,0,5.53664,0,0,0,0.13988,0,0,0,0,0,0,0.19289,0,0.0163,0.01971,8.3132,0.54306,0.06575,0,0,0.02082,0.11086,0.13138,0,0,0,0,0,0,0,0,0,0,0,0.25634,0,0,0,0.16156,0,0,0,0,0,0,1.23596,0,0,0,0,0,0,0,0,0,0,0,3.62785,0,0.06469,0,0,0,3.36466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1752,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.99034,0,0,0,0,0,1.05552,0,0,0,0,0,7.58507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01715,0,0,0,0.14358,0,0,0,0,0,0,0,0,0,1.44619,0,0,1.56966,0,0.58766,0,0,0.0726,1.44716,0.01011,0,0.18936,0.00069,0,0.05358,0,0,9.14805,0,0,0,2.22847,0,0,0.01111,0,0,0,0.60367,0,0,0,40.36933,0.26415,0,0,0,0.42384,0.39946,0.01503,0,0,0,0,0,0,0,0,0,0,0,0.01401,0,0,0,0.20275,0,0,0,0,0,0,0.26578,0,0,0,0,0,0,0,0,0,0,0,0.55132,0,0.00857,0,0,0,0.30131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02454,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.35281,0,0,0,0,0,1.2518,0,0,0,0,0,9.56605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18875,0,0,0,0,0,0,0,0,0,1.07318,0,0,2.40677,0,0.50445,0,0,0.1974,1.06177,0,0,0.77859,0,0,8.92823,0,0,6.73373,0,0,0,0.44088,0,0,0,0,0,0,0.05478,0,0,0,23.72248,0.55056,0.00502,0,0,0.02324,0.49027,0,0,0,0,0,0,0,0,0,0,0,0,0.03439,0,0,0,0.18534,0,0,0,0,0,0,0.06041,0,0,0,0,0,0,0,0,0,0,0,1.02468,0,0.00418,0,0,0,0.28009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03828,0.04186,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.90413,0,0,0,0,0,1.52885,0,0,0,0,0,16.37684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2316,0,0,0,0,0,0.00391,0,0,0,0.79114,0,0,0.60981,0,0.60934,0,0,0.00519,0.30653,0,0,0.04273,0.01426,0,2.87554,0,0,2.13793,0,0,0,0.66114,0,0,0,0,0,0,0.16982,0,0,0.01863,21.73804,0.67415,0.0222,0,0,0.05999,0.00339,0.05609,0,0,0,0,0,0,0,0,0,0,0,0.04874,0,0,0,0.02365,0,0,0,0,0,0,0.582,0,0,0,0,0,0,0,0,0,0,0,0.63847,0,0.01512,0,0,0,0.81806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03272,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00255,0,0,0,0,76.95805,0,0,0,0,0,1.21783,0,0,0,0,0,11.45717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00092,0,0,0,0.20052,0,0,0,0,0,0.00479,0,0,0,0.19583,0,0,0.15319,0,0.25978,0,0,0.0373,0.57749,0.00822,0,0.02303,0.02753,0,2.80385,0,0,1.1501,0,0,0,0.09821,0,0,0,0,0,0,0.04821,0,0.0303,0.01145,1.13389,1.12618,0.02004,0,0,0,0.00443,0.03385,0,0,0,0,0,0.00074,0,0,0,0,0,0.01496,0,0,0,0,0,0,0,0,0,0,0.10321,0,0,0,0,0,0,0,0,0,0,0,0.95983,0,0.01133,0,0,0,1.28129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04393,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.48637,0,0,0,0,0,1.34757,0,0,0,0,0,9.50306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08724,0,0,0,0,0,0,0,0,0,0.08112,0,0,0.01282,0,0.65735,0,0,0,0.17945,0,0,0.24091,0,0,2.39082,0,0,7.42323,0,0,0,0.95185,0,0,0,0,0,0,0.0528,0,0,0,7.2696,0.39688,0.001,0,0,0.12417,0.51789,0.0082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00906,0,0,0,0,0,0,0.18752,0,0,0,0,0,0,0,0,0,0,0,0.58117,0,0,0,0,0,0.47586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01407,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0,0,0.01891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.66904,0,0,0,0,0,1.34796,0,0,0,0,0.03048,6.87922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44005,0,0,0,0,0,0,0,0,0,0.08903,0,0,0.03827,0,0.26758,0,0,0,0.18388,0,0,0.06351,0.03964,0,2.75529,0,0,5.95899,0,0,0,0.30787,0,0,0,0,0,0,0.00212,0,0.00175,0.00322,2.71086,0.55434,0.01902,0,0,0.22776,0.17078,0.04942,0,0,0,0,0,0,0,0,0,0,0,0.00071,0,0,0,0.0076,0,0,0,0,0,0,0.15946,0,0,0,0,0,0,0,0,0,0,0,0.43984,0,0,0,0,0,0.54574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01473,0.00157,0,0,0,0,48.96263,0,0,0,0,0,1.47155,0,0,0,0,0,16.92133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0533,0,0,0,0,0,0,0.00109,0,0,0.55495,0,0,1.16046,0,0.59065,0,0,0.04419,0.4029,0,0,0.12342,0.02133,0,6.99642,0,0,2.70977,0,0,0,1.98307,0,0,0,0,0,0,0.21505,0,0.02845,0.04143,11.81772,0.69548,0.07141,0,0,0.03698,0.391,0.05621,0,0,0,0,0,0.00384,0,0,0,0,0,0.00713,0,0,0,0.71196,0,0,0,0,0,0,0.37706,0,0,0,0,0,0,0,0,0,0,0,0.97016,0,0.00321,0,0,0,1.51858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04096,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.95761,0,0,0,0,0,0.93766,0,0,0,0,0,11.96151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01529,0,0,0,0,0,0.00696,0,0,0,0.07754,0,0,0.03145,0,0.68925,0,0,0.01216,0.14704,0,0,0.14264,0,0,2.07364,0,0,2.50439,0,0,0,0.76203,0,0,0,0,0,0,0.03341,0,0.01427,0.01085,5.75757,0.31739,0.00055,0,0,0.23845,0.04313,0.00179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03295,0,0,0,0,0,0,0.04959,0,0,0,0,0,0,0,0,0,0,0,0.6441,0,0,0,0,0,0.51451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02226,0,0,0,0,0,0,0
