"time","g__Methanobrevibacter","g__Methanomassiliicoccus","g__Actinobaculum","g__Actinomyces","g__Actinotignum","g__Varibaculum","g__Aeriscardovia","g__Alloscardovia","g__Bifidobacterium","g__Scardovia","g__Corynebacterium","g__Lawsonella","g__Frigoribacterium","g__Kocuria","g__Micrococcus","g__Rothia","g__Cutibacterium","g__Atopobium","g__Olsenella","g__Collinsella","g__Enorma","g__Adlercreutzia","g__Asaccharobacter","g__Eggerthella","g__Enterorhabdus","g__Gordonibacter","g__Slackia","g__Bacteroidetes_unclassified","g__Bacteroides","g__Bacteroidales_unclassified","g__Barnesiella","g__Coprobacter","g__Dysgonomonas","g__Butyricimonas","g__Odoribacter","g__Porphyromonas","g__Sanguibacteroides","g__Alloprevotella","g__Paraprevotella","g__Prevotella","g__Alistipes","g__Rikenella","g__Parabacteroides","g__Candidatus_Gastranaerophilales_unclassified","g__Chlamydia","g__Arthrospira","g__Gemella","g__Paenibacillus","g__Staphylococcus","g__Abiotrophia","g__Granulicatella","g__Bavariicoccus","g__Enterococcus","g__Lactobacillus","g__Pediococcus","g__Sharpea","g__Leuconostoc","g__Weissella","g__Lactococcus","g__Streptococcus","g__Catabacter","g__Christensenella","g__Butyricicoccus","g__Clostridium","g__Hungatella","g__Lactonifactor","g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified","g__Clostridiales_unclassified","g__Intestinimonas","g__Lawsonibacter","g__Monoglobus","g__Anaerofustis","g__Eubacteriaceae_unclassified","g__Eubacterium","g__Anaerocolumna","g__Anaerosporobacter","g__Anaerostipes","g__Anaerotignum","g__Blautia","g__Butyrivibrio","g__Cellulosilyticum","g__Coprococcus","g__Dorea","g__Eisenbergiella","g__Faecalicatena","g__Fusicatenibacter","g__Lachnoclostridium","g__Lachnospira","g__Lachnospiraceae_unclassified","g__Murimonas","g__Robinsoniella","g__Roseburia","g__Sellimonas","g__Shuttleworthia","g__Tyzzerella","g__Oscillibacter","g__Peptococcus","g__Clostridioides","g__Intestinibacter","g__Peptostreptococcus","g__Romboutsia","g__Terrisporobacter","g__Agathobaculum","g__Anaerofilum","g__Anaeromassilibacillus","g__Anaerotruncus","g__Faecalibacterium","g__Flavonifractor","g__Gemmiger","g__Harryflintia","g__Pseudoflavonifractor","g__Ruminococcaceae_unclassified","g__Ruminococcus","g__Ruthenibacterium","g__Absiella","g__Bulleidia","g__Candidatus_Stoquefichus","g__Catenibacterium","g__Coprobacillus","g__Dielma","g__Erysipelatoclostridium","g__Erysipelothrix","g__Faecalicoccus","g__Faecalitalea","g__Holdemanella","g__Holdemania","g__Massiliomicrobiota","g__Solobacterium","g__Turicibacter","g__Firmicutes_unclassified","g__Acidaminococcus","g__Phascolarctobacterium","g__Megamonas","g__Mitsuokella","g__Allisonella","g__Anaeroglobus","g__Dialister","g__Megasphaera","g__Veillonella","g__Anaerococcus","g__Finegoldia","g__Parvimonas","g__Peptoniphilus","g__Tissierellia_unclassified","g__Fusobacterium","g__Victivallis","g__Enhydrobacter","g__Oxalobacter","g__Parasutterella","g__Sutterella","g__Turicimonas","g__Microvirgula","g__Eikenella","g__Neisseria","g__Bilophila","g__Desulfovibrio","g__Desulfovibrionaceae_unclassified","g__Campylobacter","g__Aeromonas","g__Citrobacter","g__Cronobacter","g__Enterobacter","g__Escherichia","g__Klebsiella","g__Kluyvera","g__Kosakonia","g__Leclercia","g__Raoultella","g__Hafnia","g__Morganella","g__Proteus","g__Providencia","g__Serratia","g__Wohlfahrtiimonas","g__Aggregatibacter","g__Haemophilus","g__Acinetobacter","g__Moraxella","g__Pseudomonas","g__Proteobacteria_unclassified","g__Brachyspira","g__Treponema","g__Cloacibacillus","g__Fretibacterium","g__Akkermansia","g__Saccharomyces","g__Blastocystis"
0,0,0,0,0,0,0,0,0,1.27814,0,0,0,0,0,0,0,0,0,0,0.20151,0,0,0,0,0,0,0,0,61.99839,0,0,0,0,0,0,0,0,0,0,0,0,0,13.80794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12955,0,0,0,0,0.00893,0,0,0,0,0,0,0,0,1.02183,0,0,0.60452,0.29086,0.94983,0,0,0.31148,0.29831,0.00241,0,0.10852,0.28313,0,11.53209,0,0,0.02949,0,0,0,0,0,0,0,0,0,0,0.08514,0,0,0,1.22317,0.71203,0.03001,0,0,0,0.01859,0.20611,0,0,0,0,0,0,0.01885,0,0,0,0,0.06031,0,0,0,0,0,0,0,0,0,0,0,0,1.23455,0,0,0,0,0,0,0,0,0,1.31864,0,0.07383,0,0,0,0,0,0,0,0,0,0,0,2.02913,0,0,0,0,0,0,0,0,0,0,0,0,0.00761,0,0,0,0.1251,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,2.25444,0,0,0,0,0,0,0,0,0,0,0.63101,0,0,0,0,0,0,0,0,35.27194,0,0,0,0,0,0,0,0,0,0,0,1.95077,0,8.10414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19075,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57509,0,0,1.41428,0,1.51952,0,0,0.86834,3.89001,0,0,0,0.24253,0,29.4007,0,0,0.35234,0.04774,0,0,0,0,0,0,0,0,0,0.09397,0,0,0,8.6177,0.70849,0,0,0,0,0,0.0036,0,0,0,0,0,0.00624,0.00701,0,0,0,0,0.06231,0,0,0,0,0,0,0,0,0,0,0,0,0.24231,0,0,0,0,0,0,0,0,0,2.01623,0,0.23386,0,0,0,0,0,0,0,0,0,0,0,0.00625,0,0,0,0,0,0,0,0,0,0,0,0,0.0387,0,0,0,0.24974,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,1.2227,0,0,0,0,0,0,0,0,0,0,0.20542,0,0,0,0,0,0,0,0,43.82998,0,0,0,0,0,0,0,0,0,0,0,2.24189,0,7.59528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31526,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23456,0,0,0.82936,0.09087,1.43734,0,0,0.31981,0.85794,0,0,0,0.14389,0,12.61349,0,0,13.43375,0.12347,0,0,0,0,0,0,0,0,0,0.06092,0,0,0,11.14954,0.14513,0,0,0,0,0,0.00312,0,0,0,0,0,0.00597,0.00894,0,0,0,0,0.02647,0,0,0,0,0,0,0,0,0,0,0,0,0.17858,0,0,0,0,0,0,0,0,0,0.68071,0,0.04772,0,0,0,0,0,0,0,0,0.07896,0,0,0.03277,0,0,0,0,0,0,0,0,0,0,0,0,0.01975,0,0,0,0.06642,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0.65249,0,0,0,0,0,0,0,0,0,0,0.53464,0,0,0,0,0,0,0,0,72.30104,0,0,0,0,0,0.10218,0,0,0,0,0,1.52691,0,4.71518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02523,0,0,0,0.01562,0,0,0,0,0,0,0,0,0,0.74492,0,0,2.63736,0,0.69809,0,0,0.24885,0.88448,0,0,0,0.03991,0.0175,3.19211,0,0,0.07991,0,0,0,0,0,0,0,0,0,0,5e-04,0,0,0,8.82622,0.50493,0,0,0,0,0.03107,0,0,0,0,0,0,0,0,0,0,0,0,0.02079,0,0,0,0,0,0,0,0,0,0,0.00131,0,0.14964,0,0,0,0,0,0,0,0,0,1.35089,0,0.14572,0,0,0,0,0,0,0,0,0,0,0,0.12492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42762,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,2.82482,0,0,0,0,0,0,0,0,0,0,1.73751,0,0,0,0,0,0,0,0,24.52868,0,0,0,0,0,0,0,0,0,0,0,3.09033,0,3.38982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317,0,0,0,0.01037,0,0,0,0,0,0,0,0,0,0.56207,0,0,2.99749,0.01323,2.9531,0,0,1.32746,3.25488,0,0,0,0.04557,0,34.78471,0,0,0.08683,0.05753,0,0,0,0,0,0,0,0,0,0.05838,0,0,0,15.67934,0.01384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20051,0,0,0,0,0,0,0,0,0,1.24772,0,0.12004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69877,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0.2586,0,0,0,0,0,0,0,0,0,0,0.18112,0,0,0,0,0,0,0,0,66.02057,0,0,0,0,0,0,0,0,0,0,0.12452,8.28732,0,6.10667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17913,0,0,0,0,0,0,0,0,0,0.01168,0,0,0.73624,0.37623,0.04176,0,0,0.39231,0.44141,0.41308,0,0,0.30393,0,5.29287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84807,1.09083,0,0,0,0,0.0254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83911,0,0,0,0,0,0,0,0,0,1.70532,0,0.30428,0,0,0,0,0,0,0,0,0,0,0,3.07673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94285,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,1.67878,0,0,0,0,0,0,0,0,0,0,1.31127,0,0,0,0,0,0,0,0,40.74189,0,0,0,0,0,0,0,0,0,0,0,1.31509,0,1.38878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17702,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23658,0,0,4.78653,0,3.14503,0,0,0.24163,4.1578,0,0,0,0,0,28.43734,0,0,0.00492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3359,0,0,0,0,0,0,0,0,0,0.79932,0,0.06871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26508,0,0,0,0.48721,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0.55723,0,0,0,0,0,0,0,0,0,0,0.16729,0,0,0,0,0,0,0,0,72.86016,0,0,0,0,0,0.58718,0,0,0,0,0.0078,6.61,0,5.77616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11831,0,0,0,0,0,0,0,0,0,0.32737,0,0,0.47115,0.13146,0.21725,0,0,0.08276,0.08683,0,0,0,0,0,3.99516,0,0,0.19328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.20178,0.11402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00091,0,0,0,0,0,0,0,0,0,0,0,0,0.37648,0,0,0,0,0,0,0,0,0,0.66065,0,0.07374,0,0,0,0.01103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0.33691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.4904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50933,0,1.23368,0,0,0,2.03713,0,0,0,0,0,26.37608,0,0,6.99468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.95421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,1.43457,0,0,0,0,0,0,0,0,0,0,0.9024,0,0,0,0,0,0,0,0,69.63133,0,0,0,0,0,0.04412,0,0,0,0,0,2.4743,0,2.11893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05236,0,0,0,0,0,0,0,0,0,0.59447,0,0,0.40651,0,0.94863,0,0,0.44461,1.58071,0,0,0,0.30276,0,3.99171,0,0,0.2174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.86563,0.07507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04828,0,0,0,0,0,0,0,0,0,1.59442,0,0.3438,0,0,0,0,0,0,0,0,0,0,0,1.98326,0.1126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83212,0,0,0,0,0,0,0
