"time","g__[Eubacterium]","g__[Prevotella]","g__[Ruminococcus]","g__02d06","g__1-68","g__5-7N15","g__Achromobacter","g__Acidaminococcus","g__Acinetobacter","g__Actinobacillus","g__Actinomyces","g__Adlercreutzia","g__Aerococcus","g__Aggregatibacter","g__Agrobacterium","g__Agrococcus","g__Akkermansia","g__Alcanivorax","g__Alicyclobacillus","g__Alistipes","g__Alkalimonas","g__Alkaliphilus","g__Allobaculum","g__Amycolatopsis","g__Anaerobacillus","g__Anaerococcus","g__Anaerofustis","g__Anaerostipes","g__Anaerotruncus","g__Anaerovorax","g__Anoxybacillus","g__Aquabacterium","g__Arcanobacterium","g__Arcobacter","g__Arthrobacter","g__Asticcacaulis","g__Atopobium","g__Azospirillum","g__Bacillus","g__Bacteroides","g__Bifidobacterium","g__Bilophila","g__Blautia","g__Brevibacterium","g__Brevundimonas","g__Brochothrix","g__Bulleidia","g__Burkholderia","g__Butyricimonas","g__Butyrivibrio","g__Caloramator","g__Campylobacter","g__Cardiobacterium","g__Carnobacterium","g__Catenibacterium","g__cc_115","g__Cellvibrio","g__Cetobacterium","g__CF231","g__Chitinophaga","g__Christensenella","g__Chryseobacterium","g__Citrobacter","g__Cloacibacillus","g__Cloacibacterium","g__Clostridium","g__Collinsella","g__Comamonas","g__Coprobacillus","g__Coprococcus","g__Corynebacterium","g__Crenothrix","g__Cronobacter","g__Cupriavidus","g__Cytophaga","g__Dechloromonas","g__Dehalobacterium","g__Deinococcus","g__Delftia","g__Dermacoccus","g__Desulfovibrio","g__Dialister","g__Dietzia","g__Dorea","g__Dyadobacter","g__Eggerthella","g__Eikenella","g__Enhydrobacter","g__Enterobacter","g__Enterococcus","g__Epulopiscium","g__Erwinia","g__Escherichia","g__Exiguobacterium","g__Facklamia","g__Faecalibacterium","g__Filifactor","g__Finegoldia","g__Flavobacterium","g__Fluviicola","g__Frigoribacterium","g__Fructobacillus","g__Fusobacterium","g__Gallicola","g__Gemella","g__Geobacillus","g__Gordonia","g__Granulicatella","g__Haemophilus","g__Helcococcus","g__Holdemania","g__Hydrogenophaga","g__Hyphomicrobium","g__Janthinobacterium","g__Jeotgalicoccus","g__Jonquetella","g__Kingella","g__Klebsiella","g__Kocuria","g__Lachnobacterium","g__Lachnospira","g__Lactobacillus","g__Lactococcus","g__Lautropia","g__Leptotrichia","g__Leucobacter","g__Leuconostoc","g__Luteimonas","g__Lutispora","g__Lysinibacillus","g__Lysobacter","g__Macrococcus","g__Megamonas","g__Megasphaera","g__Methanobrevibacter","g__Methanosphaera","g__Methylibium","g__Methylobacterium","g__Methylopila","g__Methylosinus","g__Microbacterium","g__Micrococcus","g__Microvirgula","g__Mitsuokella","g__Mobiluncus","g__Mogibacterium","g__Morganella","g__Moryella","g__Mucispirillum","g__Mycoplana","g__Mycoplasma","g__Myroides","g__Neisseria","g__Novosphingobium","g__Ochrobactrum","g__Odoribacter","g__Oligella","g__Oribacterium","g__Oscillospira","g__Oxalobacter","g__p-75-a5","g__Paenibacillus","g__Pantoea","g__Parabacteroides","g__Paracoccus","g__Paraprevotella","g__Parvimonas","g__Paucibacter","g__Pediococcus","g__Pedobacter","g__Peptococcus","g__Peptoniphilus","g__Peptostreptococcus","g__ph2","g__Phascolarctobacterium","g__Planomicrobium","g__Porphyromonas","g__Prevotella","g__Proteus","g__PSB-M-3","g__Pseudobutyrivibrio","g__Pseudomonas","g__Pseudoramibacter_Eubacterium","g__Psychrobacter","g__Pyramidobacter","g__Ralstonia","g__rc4-4","g__RFN20","g__Rhizobium","g__Rhodoplanes","g__Roseburia","g__Roseomonas","g__Rothia","g__Rubellimicrobium","g__Ruminococcus","g__Salinicoccus","g__Salmonella","g__Scardovia","g__Schwartzia","g__Sedimentibacter","g__Sediminibacterium","g__Selenomonas","g__Serratia","g__Sharpea","g__Shewanella","g__Shuttleworthia","g__Slackia","g__SMB53","g__Sneathia","g__Sphaerochaeta","g__Sphingobacterium","g__Sphingobium","g__Sphingomonas","g__Sphingopyxis","g__Sporosarcina","g__Staphylococcus","g__Stenotrophomonas","g__Streptococcus","g__Succiniclasticum","g__Succinivibrio","g__Sutterella","g__Synergistes","g__TG5","g__Thermus","g__Trabulsiella","g__Treponema","g__Trichococcus","g__Truepera","g__Trueperella","g__Turicibacter","g__Unclassified","g__vadinCA11","g__Vagococcus","g__Varibaculum","g__Veillonella","g__WAL_1855D","g__Wautersiella","g__Weissella","g__YRC22"
1,0.000154970408679054,0,0.000187033251853934,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06876143916534e-05,0,0,0,0,0,0,0,0,0,0,1.06876143916534e-05,0,0,0,0,0,0,0,0,0,0,0,0.0114277316882752,2.67190359791334e-06,0.000558427851964829,0.000411473154078294,0,0,0,0,0,0.00027253416698648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.61099755562402e-05,8.01571079374002e-06,0,0,9.88604331228136e-05,0,0,0,0,0,0,0,0,0,0,0,2.67190359791334e-06,0,2.404713238116e-05,0,0,0,0,0,0,0,0,0,0,0,0.00121838804064944,0,0,0,0,0,0,0.000154970408679054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011221995111248,0.000646600670694748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000315284624553654,0,0,0.000748133007416536,1.33595179895667e-05,0,0,0,0.000772180139796695,0,0,0,0,0,0,0,0,0,0,0.0107410524636248,0,0,0.155739916841918,0,0,0,0,0,0,0,0,0,0,0,0,0.000267190359791334,0,0,0,0.000248487034606321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.34380719582668e-06,0,0,0.00228714947981478,0,0,0,0,0,0,0,0,2.67190359791334e-06,0.81349845703529,0,0,0,2.67190359791334e-06,0,0,0,0
2,0.000280057036035313,0,0.000264688052350449,0,0,0,0,0,0,0,1.70766485386986e-06,1.70766485386986e-06,0,0,0,0,8.5383242693493e-05,0,0,3.41532970774773e-06,0,0,0,0,0,0,0,2.21996431003602e-05,1.70766485386986e-06,0,0,0,0,0,0,0,0,0,0,0.0168939283330858,3.41532970774773e-06,0.000783818167926101,0.00020321211761099,0,0,0,0,0,0.000240780744396215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.85525832779975e-05,1.36613188309509e-05,0,0,6.31835995931328e-05,0,0,0,0,0,0,1.70766485386986e-06,0,0,0,6.83065941547543e-06,0,0,3.92762916388987e-05,0,0,0,0,0,0,0,0,0,0,0,0.00121756504080806,0,0,0,0,0,0,0.000104167556086105,0,0,0,0,0,1.02459891232232e-05,0,5.12299456160157e-06,0,0,0,0,0,0,0,0,6.31835995931328e-05,0.00103484490144556,1.70766485386986e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000445700526859077,0,0,0.000879447399743038,3.07379673697295e-05,0,0,0,0.00121073438139257,0,3.41532970774773e-06,0,0,0,0,0,0,0,0,0.0218649407915389,0,0,0.13519924177232,0,0,0,0,0,0,0,0,0,0,0,0,0.000290303025158557,0,0,0,0.000396178246096735,0,0,0,0,0,0,0,0,0,0,0,1.70766485386986e-06,0,0,0,0,0,0,0,0,0,0,5.12299456160157e-06,0,0,0.00181866306937166,0,0,0,0,0,0,0,0,0,0.816424320646061,0,0,0,3.41532970774773e-06,0,0,0,0
4,0.00132454401568775,0,0.000560856804785872,0,0,0,1.53659398571631e-06,0,1.53659398571631e-06,0,3.07318797142861e-06,0,0,0,0,0,1.84391278285917e-05,0,0,0,0,0,0,0,0,0,0,0.000122927518857345,1.53659398571631e-06,0,0,0,0,0,0,0,0,0,0,0.0107131332684183,0.000208976811867322,9.37322331286828e-05,0.00178552221140305,0,0,0,1.53659398571631e-06,0,5.22441955144265e-05,1.53659398571631e-06,0,0,0,0,0,0,0,0,0,0,1.53659398571631e-06,0,1.53659398571631e-06,0,0,0.000230489097857646,2.76586917428375e-05,0,0,0.000302709015186589,0,0,0,0,0,0,7.68296992858154e-06,0,1.69025338428874e-05,0,3.07318797142861e-06,0.0010556400681865,0,0.000185927872271741,0,0,0,0,0,0,0,0,1.53659398571631e-06,0,0,0.00941163816251389,0,0,0,0,0,0,1.53659398571631e-06,0,0,0,0,0,3.07318797142861e-06,0,1.22927518857345e-05,0,0,0,0,0,0,0,0,4.91710075429779e-05,0.00051014920325687,2.61220977572132e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000101415203057204,0,1.53659398571631e-06,0.000459441601729868,3.07318797142861e-06,0,0,0,0.000250464819672162,0,0,0,0,0,0,0,0,0,0,0.00333287235501532,0,0,0.127228445429459,0,0,0,0,0,0,0,0,0,0,0,0,3.68782556571834e-05,0,1.53659398571631e-06,0,0.000370319150557258,0,0,0,0,0,1.53659398571631e-06,0,3.07318797142861e-06,1.53659398571631e-06,0,0,3.07318797142861e-06,0,0,0,0,0,1.53659398571631e-06,0,0,0,0,5.68539774714994e-05,0,0,6.91467293572939e-05,0,0,0,0,0,0,0,0,0,0.841332841592973,0,0,0,4.60978195715293e-06,0,0,0,0
5,0.00703639266085971,0,0.00168242067700284,0,0,0,0,0,0,0,1.61426290970276e-05,7.17450182091229e-06,0,0,0,0,8.60940218509075e-05,0,0,0,0,0,0,0,0,0,0,0.000328233458305422,0,0,0,0,0,0,0,0,0,0,0,0.0239753915398774,0.000954208742181075,4.30470109253537e-05,0.00459706204174433,0,0,0,8.96812727613536e-06,0,1.79362545522707e-05,1.79362545522707e-06,0,0,0,0,0,0,0,0,0,0,1.79362545522707e-06,0,0,0,0,0.00110487328041861,9.14748982165767e-05,0,0,0.00122145893500811,0,0,0,0,0,0,1.97298800074938e-05,0,7.17450182091229e-06,0,3.58725091044614e-06,0.00387781814434716,0,0.00104568364039665,0,0,0,0,0,5.38087636566921e-06,0,0,5.38087636566921e-06,0,0,0.0178071135194803,0,0,0,0,0,0,1.79362545522707e-06,0,0,0,0,0,5.38087636566921e-06,0,2.15235054626768e-05,0,0,0,0,0,0,0,0,2.69043818283461e-05,0.0012053163059123,0.000105823901858361,0,0,0,0,0,0,0,0,0,0,0,1.79362545522707e-06,0,0,0,0,0,0,0,0,0,0,0,1.79362545522707e-06,0,1.79362545522707e-06,0,0,0,0,0,0,0,8.07131454852383e-05,0,0,0.000491453374731922,3.58725091044614e-06,0,0,0,0.000446612738351345,0,0,0,0,0,0,0,0,0,0,0.00852151453777001,0,0,0.0608326008969664,0,0,0,0,0,0,0,0,0,0,0,0,3.58725091044614e-05,0,5.38087636566921e-06,0,0.00139005972779988,0,0,0,0,0,0,0,0,0,0,0,8.96812727613536e-06,0,0,0,0,0,0,0,0,0,0,8.60940218509075e-05,0,0,5.0221512746246e-05,0,0,0,7.17450182091229e-06,0,0,0,0,0,0.862628020062159,0,0,0,9.32685236717998e-05,0,0,0,0
7,0.00821717051213523,0,0.00382400054525233,0,0,0,0,0,0,0,1.36328005178607e-05,8.52050032366792e-06,0,0,1.70410006473358e-06,0,0.000799222930360628,0,0,1.70410006473358e-06,0,0,0,0,0,0,0,0.000189155107185372,1.70410006473358e-06,0,0,0,0,0,0,0,0,0,0,0.0152159094779986,0.00430114856338286,0.000536791520390839,0.0141883371389749,0,0,0,3.40820012947517e-06,0,2.21533008414886e-05,1.70410006473358e-06,0,0,0,0,0,0,0,0,0,0,1.87451007120734e-05,0,1.19287004531231e-05,0,0,0.000685048226023109,8.35009031718416e-05,0,0,0.00161207866123756,0,0,0,0,0,0,2.55615009709637e-05,0,8.52050032366792e-06,0,5.11230019419275e-06,4.26025016183396e-05,0,0.00167001806343883,0,0,0,0,0,3.40820012947517e-06,0,0,3.40820012947517e-06,0,0,0.009476500459976,0,0,0,0,0,0,0,0,0,0,0,0,1.70410006473358e-06,0,5.28271020067651e-05,0,0,0,0,0,0,0,0,0.000122695204660706,0.000378310214370343,2.21533008414886e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109062404143005,0,8.52050032366792e-06,0.00113663474317607,1.02246003884055e-05,0,0,0,0.00113152244298296,0,0,0,0,0,0,0,0,1.70410006473358e-06,0,0.0043710166660314,0,0,0.0375600695401038,0,0,0,0,0,0,0,0,0,0,0,0,4.26025016183396e-05,0,1.70410006473358e-06,0,0.00117923724479601,0,0,3.40820012947517e-06,0,0,0,0,1.70410006473358e-06,0,0,0,5.11230019419275e-06,0,0,0,0,0,0,0,0,0,0,5.96435022657155e-05,0,0,1.53369005825983e-05,0,0,0,5.11230019419275e-06,0,0,0,0,0,0.892789952614154,0,0,0,1.70410006473358e-05,0,0,0,0
9,0.0159963674108093,0,0.00290792497596774,0,0,0,0,0,0,0,4.81874119663886e-05,3.15071539779618e-05,0,1.85336199870387e-06,0,0,0.000559715323608545,0,0,0,1.85336199870387e-06,0,0,0,0,0,0,2.7800429980578e-05,0,0,0,0,0,0,0,0,3.70672399740374e-06,0,0,0.000157535769889809,0.00336014530364376,0,0.0195826228783011,0,0,0,7.41344799480748e-06,0,5.56008599611561e-06,0,0,0,0,0,0,0,0,0,0,0,1.85336199870387e-06,0,7.41344799480748e-06,0,0,8.71080139391179e-05,0.00027800429980578,0,0,0.00332122470166943,0,0,0,0,0,0,0,0,0,0,1.85336199870387e-06,2.7800429980578e-05,0,0.00108421676924174,0,7.41344799480748e-06,0,0,0,3.70672399740374e-06,0,7.41344799480748e-06,1.85336199870387e-06,0,0,0.0120097857516073,0,0,0,0,0,0,0,0,0,0,0,0,1.11201719922112e-05,0,1.85336199870387e-06,0,0,0,0,0,0,0,0,7.41344799480748e-06,9.08147379365016e-05,2.03869819858106e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.26680999351935e-06,0,0,0,0,0,0,0,0,0,0,0,0,9.63748239325772e-05,1.85336199870387e-06,0,0,0,3.70672399740374e-06,0,0,1.85336199870387e-06,0,0,0,0,0,0,0,4.44806879688048e-05,0,1.85336199870387e-06,0.0272648083429341,0,0,0,0,0,0,0,0,0,0,0,0,1.85336199870387e-06,0,1.85336199870387e-06,0,0.000214989991849057,0,0,5.56008599611561e-06,0,0,0,0,0,0,0,0,0.000270590851809813,0,0,0,0,0,0,0,0,0,0,0.00540811031220727,0,0,5.56008599611561e-06,0,0,0,3.70672399740374e-06,0,0,0,0,0,0.907000148287063,0,0,0,0,0,0,0,0
12,4.24480975544361e-05,0,0.00569576290820382,0,0,0,0,0,0,0,0.00100331866946849,1.15767538784826e-05,0,0,0,0,0.00162846337890535,0,0,0,0,0,0,0,0,0,0,5.01659334734245e-05,0,0,0,0,0,0,0,0,3.85891795949419e-05,0,0,0.000158215636339062,0.000370456124111842,0,0.0614416917791002,0,0,0,7.71783591898838e-05,0,0,3.85891795949419e-06,0,0,0,0,0,0,0,0,0,0,0,0,3.85891795949419e-06,0,0,1.54356718379568e-05,0.000594273365761705,0,0,0.00400941575992006,0,0,0,0,0,0,0,0,3.85891795949419e-06,0,0,0,0,0.00120012348540109,0,8.48961951088722e-05,0,0,0,2.31535077569651e-05,0,0,0,0,0,0.00884078104518759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85891795949419e-06,0,0,7.71783591898838e-06,8.48961951088722e-05,7.33194412303896e-05,0,0,0,3.85891795949419e-05,0,0,0,0,0,0,3.85891795949419e-06,0,0,0,0,0,0,0,0,0,0,3.85891795949419e-06,3.47302616354477e-05,0,7.71783591898838e-06,0,0,0,0,0,0,0,3.85891795949419e-06,0,4.24480975544361e-05,3.47302616354477e-05,0,0,0,0,1.15767538784826e-05,0,0,0,0,0,0,0,0,1.54356718379568e-05,0,5.40248514329187e-05,0,0,0.0463726170685497,0,0,0,0,1.54356718379568e-05,0,0,0,0,0,0,0,1.15767538784826e-05,0,7.71783591898838e-06,0,0.000196804815934004,0,0,7.71783591898838e-05,0,0,0,0,0,0,0,0,0.000382032877989525,0,0,0,0,0,0,0,0,3.85891795949419e-06,0,0.000922281392318712,0,0,0,0,0,0,0,0,0,0,0,0,0.866207455449057,0,0,0,8.48961951088722e-05,0,0,0,0
13,0.0100445391705784,0,0.00820103651540411,0,0,0,0,0,9.10821469947507e-06,0,0.000169412793409976,9.47254328745007e-05,0,0,0,0,0.00113124026567378,0,0,0,0,0,0,0,0,0,0,0.00053374135418066,1.09298576393501e-05,0,0,0,0,0,0,0,3.64328587979003e-06,0,1.82164293989301e-06,0.016023171299307,0.000947254328745007,0,0.0159594137093739,0,0,0,3.64328587979003e-06,0,9.10821469947507e-06,0,0,0,0,1.82164293989301e-06,1.82164293989301e-06,0,0,0,0,0,5.46492881968504e-06,0,3.64328587979003e-06,0,0,0.000488200307891704,0.000956362543443382,1.82164293989301e-06,0,0.0108187374200203,0,0,0,0,0,0,0,0,0,0,1.82164293989301e-06,7.46873605356756e-05,0,0.00284176298622902,0,3.64328587979003e-06,0,1.82164293989301e-06,0,5.46492881968504e-06,0,0,1.82164293989301e-06,0,0,0.0189942709342586,0,0,0,0,0,0,0,0,0,0,0,0,5.46492881968504e-06,0,2.55030011584502e-05,0,0,0,0,0,0,0,0,3.09679299782753e-05,0.00181253472519464,0.000271424798043977,4.00761446776503e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82164293989301e-06,0,0,0,0,0,0,0,0,2.91462870382002e-05,0,1.82164293989301e-06,0.000287819584503452,0,0,0,0,4.37194305574003e-05,0,0,0,0,0,0,0,0,0,0,0.000821560965891031,0,0,0.00881493023115254,0,0,0,1.82164293989301e-06,0,0,0,0,0,0,0,0,5.46492881968504e-05,0,5.46492881968504e-06,0,0.00309679299782753,0,0,0,0,0,0,0,3.64328587979003e-06,0,0,0,0.000153018006951101,0,0,0,0,0,0,0,0,0,0,0.000338825586819152,0,0,1.45731435191401e-05,0,0,0,1.82164293989301e-06,0,0,0,0,0,0.896751099879012,0,0,0,4.37194305574003e-05,0,1.82164293989301e-06,0,0
14,0.0108063949241512,0,0.00309676929084648,0,0,0,0,0,0,0,0.000151988676851523,0.000112091649178108,0,0,0,0,0.0280913072361359,0,0,0,0,0,0,0,0,0,0,0.000535760019264304,0,0,0,0,0,0,0,0,1.51988676851523e-05,0,1.70987261458063e-05,0.00615744127094601,0.00264650283567351,0,0.0154173514081417,0,1.89985846064404e-06,0,9.49929230323018e-06,0,0.000161487969154793,9.49929230323018e-06,0,0,0,7.59943384257614e-06,0,0,0,0,0,0,0,0,0,0,0,0.00176116879301745,0.000885334042660061,0,0,0.00252111217728307,0,0,0,0,0,0,0,0,0,0,0.000199485138367674,0.00680149328910785,0,0.00206324628825916,0,3.79971692128807e-06,0,0,0,6.26953292012232e-05,0,0,0,0,0,0.0121343959881373,0,0,0,0,0,0,0,0,0,7.59943384257614e-06,0,1.89985846064404e-06,2.84978769096105e-05,0,3.79971692128807e-06,0,0,0,0,0,0,0,0,0.000176686836840065,2.84978769096105e-05,0.0002412820633236,0.000391370842893212,0,0,0,9.49929230323018e-06,0,0,0,0,0,0,1.51988676851523e-05,0,0,0,0,0,0,0,0,0,0,0,3.79971692128807e-06,0,0,0,0,0,0,0,0,0,8.35937722682976e-05,0,3.79971692128807e-06,0.000222283439894882,0,0,1.89985846064404e-06,0,0.000100692498414104,1.89985846064404e-06,0,0,0,0,0,0,0,0,0,0.0470233966975511,0,0,0.0168251465274726,0,0,0,1.32990092245183e-05,0,0,1.89985846064404e-06,0,0,0,0,0,3.22975938308786e-05,0,1.13991507638642e-05,0,0.00160728025770499,0,0,0,0,0,0,0,0,0,0,0,9.68927814928358e-05,7.59943384257614e-06,0,0,0,0,1.89985846064404e-06,0,3.79971692128807e-06,0,0,0.000687748762753721,0,0,1.70987261458063e-05,0,0,0,0,0,0,0,0,1.89985846064404e-06,0.838470234011695,0,0,0,0.000205184713749276,0,0,0,0
15,1.34316530313322e-06,0,0.00142509838662298,0,0,0,0,0,2.68633060625844e-06,0,6.44719345504427e-05,0,0,0,0,0,0.0197405004601379,0,0,0,0,0,0,0,0,0,0,0.000878430108248831,7.25309263690979e-05,0,0,0,0,0,0,0,2.68633060625844e-06,0,5.37266121253689e-06,0.0468187130574229,2.55201407595752e-05,2.68633060625844e-06,0.00261379967990115,0,0,2.68633060625844e-06,0,0,4.16381243970858e-05,2.68633060625844e-06,0,0,0,4.02949590940767e-06,0,0,0,0,0,0,0,0,0,0,0,0.000202817960772592,0.000542638782466526,0,0,0.0008448509756706,0,0,0,0,0,0,0,0,1.34316530313322e-06,0,0,1.74611489407199e-05,0,0.000642033014898008,0,0,0,0,0,9.40215712192455e-06,0,0,0,0,0,0.000878430108248831,0,0,0,0,0,0,0,0,0,1.34316530313322e-06,0,1.34316530313322e-06,0,0,0,0,0,0,0,0,0,0,0,1.47748183344614e-05,5.23834468221596e-05,1.34316530313322e-05,6.17856039440241e-05,0,0,0,1.34316530313322e-06,0,0,0,0,0,0,1.34316530313322e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68633060625844e-06,0,0,0.00140898040298647,0,0,1.34316530313322e-06,0,0.000175954654710408,0,6.71582651566611e-06,0,0,0,0,0,0,0,0,0.0145814025308153,0,0,0.0864326873351746,0,0,0,1.34316530313322e-05,0,0,0,0,0,0,0,0,2.68633060625844e-05,0,0,0,0.000408322252151603,1.34316530313322e-06,0,0,0,0,0,0,0,0,0,0,6.71582651566611e-06,0,0,0,0,0,0,0,2.68633060625844e-06,0,0,6.31287692472334e-05,0,0,4.02949590940767e-06,0,0,0,1.34316530313322e-06,0,0,0,0,2.68633060625844e-06,0.821851956184881,0,0,0,1.2088487728203e-05,0,4.02949590940767e-06,0,0
