"time","g__Methanobrevibacter","g__Methanomassiliicoccus","g__Actinobaculum","g__Actinomyces","g__Actinotignum","g__Varibaculum","g__Aeriscardovia","g__Alloscardovia","g__Bifidobacterium","g__Scardovia","g__Corynebacterium","g__Lawsonella","g__Frigoribacterium","g__Kocuria","g__Micrococcus","g__Rothia","g__Cutibacterium","g__Atopobium","g__Olsenella","g__Collinsella","g__Enorma","g__Adlercreutzia","g__Asaccharobacter","g__Eggerthella","g__Enterorhabdus","g__Gordonibacter","g__Slackia","g__Bacteroidetes_unclassified","g__Bacteroides","g__Bacteroidales_unclassified","g__Barnesiella","g__Coprobacter","g__Dysgonomonas","g__Butyricimonas","g__Odoribacter","g__Porphyromonas","g__Sanguibacteroides","g__Alloprevotella","g__Paraprevotella","g__Prevotella","g__Alistipes","g__Rikenella","g__Parabacteroides","g__Candidatus_Gastranaerophilales_unclassified","g__Chlamydia","g__Arthrospira","g__Gemella","g__Paenibacillus","g__Staphylococcus","g__Abiotrophia","g__Granulicatella","g__Bavariicoccus","g__Enterococcus","g__Lactobacillus","g__Pediococcus","g__Sharpea","g__Leuconostoc","g__Weissella","g__Lactococcus","g__Streptococcus","g__Catabacter","g__Christensenella","g__Butyricicoccus","g__Clostridium","g__Hungatella","g__Lactonifactor","g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified","g__Clostridiales_unclassified","g__Intestinimonas","g__Lawsonibacter","g__Monoglobus","g__Anaerofustis","g__Eubacteriaceae_unclassified","g__Eubacterium","g__Anaerocolumna","g__Anaerosporobacter","g__Anaerostipes","g__Anaerotignum","g__Blautia","g__Butyrivibrio","g__Cellulosilyticum","g__Coprococcus","g__Dorea","g__Eisenbergiella","g__Faecalicatena","g__Fusicatenibacter","g__Lachnoclostridium","g__Lachnospira","g__Lachnospiraceae_unclassified","g__Murimonas","g__Robinsoniella","g__Roseburia","g__Sellimonas","g__Shuttleworthia","g__Tyzzerella","g__Oscillibacter","g__Peptococcus","g__Clostridioides","g__Intestinibacter","g__Peptostreptococcus","g__Romboutsia","g__Terrisporobacter","g__Agathobaculum","g__Anaerofilum","g__Anaeromassilibacillus","g__Anaerotruncus","g__Faecalibacterium","g__Flavonifractor","g__Gemmiger","g__Harryflintia","g__Pseudoflavonifractor","g__Ruminococcaceae_unclassified","g__Ruminococcus","g__Ruthenibacterium","g__Absiella","g__Bulleidia","g__Candidatus_Stoquefichus","g__Catenibacterium","g__Coprobacillus","g__Dielma","g__Erysipelatoclostridium","g__Erysipelothrix","g__Faecalicoccus","g__Faecalitalea","g__Holdemanella","g__Holdemania","g__Massiliomicrobiota","g__Solobacterium","g__Turicibacter","g__Firmicutes_unclassified","g__Acidaminococcus","g__Phascolarctobacterium","g__Megamonas","g__Mitsuokella","g__Allisonella","g__Anaeroglobus","g__Dialister","g__Megasphaera","g__Veillonella","g__Anaerococcus","g__Finegoldia","g__Parvimonas","g__Peptoniphilus","g__Tissierellia_unclassified","g__Fusobacterium","g__Victivallis","g__Enhydrobacter","g__Oxalobacter","g__Parasutterella","g__Sutterella","g__Turicimonas","g__Microvirgula","g__Eikenella","g__Neisseria","g__Bilophila","g__Desulfovibrio","g__Desulfovibrionaceae_unclassified","g__Campylobacter","g__Aeromonas","g__Citrobacter","g__Cronobacter","g__Enterobacter","g__Escherichia","g__Klebsiella","g__Kluyvera","g__Kosakonia","g__Leclercia","g__Raoultella","g__Hafnia","g__Morganella","g__Proteus","g__Providencia","g__Serratia","g__Wohlfahrtiimonas","g__Aggregatibacter","g__Haemophilus","g__Acinetobacter","g__Moraxella","g__Pseudomonas","g__Proteobacteria_unclassified","g__Brachyspira","g__Treponema","g__Cloacibacillus","g__Fretibacterium","g__Akkermansia","g__Saccharomyces","g__Blastocystis"
2,0,1.79278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07443,0,0,0,0,0,0,0,0,55.62746,0,0,0,0,0,0,0,0,0,0,0,24.46253,0,8.13252,0.48069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00777,0,0,0,0,0.01213,0,0.10974,0,0,0.68219,0,0,0.05318,0,0.23719,0,0,0.14666,0.1336,0,0,0.11367,0,0.28447,0.27483,0,0,0.02483,0,0,0,0.02779,0,0,0,0,0,0,0,0,0,0,3.65784,0.13168,0,0,0,0.81303,1.31768,0.04442,0,0,0,0,0,0.27285,0,0,0,0,0,0,0,0,0,0,0,0.05789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03951,0,0.01228,0,0,0,0.01392,0,0,0,0,0.24886,0,0,0.09352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61806,0,0,0,0,0,0,0
4,0,1.0126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0687,0,0,0,0,0,0,0,0,60.02592,0,0,0,0,0,0,0,0,0,0,0,10.61514,0,4.77555,0.3073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24762,0,0,0,0,0.00276,0.00109,0,0,0,1.70549,0,0,0.04073,0,0.10853,0,0,0.07452,0.09916,0,0,0.11047,0,0.26137,1.1144,0,0,1.29585,0,0,0,0.09048,0,0,0,0,0,0,0.00113,0,0,0,5.46903,0.00604,0,0,0,10.85665,1.0852,0.01302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01779,0,0.01187,0,0,0,0,0,0,0,0,0.08469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0052,0,0,0,0.37732,0,0,0,0,0.04917,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.08858,0,0,0,0,0,0,0,0,0,0,0,10.33263,0,3.49086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42193,0,0,0,0,0.00476,0.03053,0,0,0,0.40352,0,0,0.00334,0,0.04103,0,0,0.00513,0.05779,0,0,0.19427,0.00585,0.41043,4.16778,0,0,1.14232,0,0,0,0.102,0,0,0,0,0,0,0,0,0.03096,0,3.46875,0.00286,0,0,0,1.19046,1.07138,0.00627,0,0,0,0,0,0.01811,0,0,0,0,0,0,0,0,0,0,0,0.04235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01942,0,0.00429,0,0,0,0.00215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24024,0,0,0,0,0,0,0
12,0,0.98534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00668,0,0,0,0,0,0,0,0,62.85311,0,0,0,0,0,0,0,0,0,0,0.00973,18.07996,0,5.53359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26385,0,0,0,0,0.0241,0.0066,0.07062,0,0,1.24945,0,0,0,0,0.09326,0,0,0.10388,0.02207,0,0,0.09932,0,0.24216,0.72556,0,0,0.82365,0,0,0,1.27437,0,0,0,0,0,0,0.06619,0,0.00822,0,4.00167,0.17267,0,0,0,0.02525,1.67108,0.08482,0,0,0,0,0,0.46864,0,0,0,0,0,0,0,0,0,0,0,0.08625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02857,0,0.01773,0,0,0,0,0,0,0,0,0,0,0,0.21498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68657,0,0,0,0,0,0,0
14,0,1.38597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01521,0,0.0148,0,0,0,0,0,0,60.76856,0,0,0,0,0,0,0,0,0,0,0,15.70536,0,5.32673,0.33689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62977,0,0,0,0,0.04417,0.04793,0.08705,0,0,1.69824,0,0,0.10751,0,0.5431,0,0,0.37067,0.23334,0,0,0.36136,0.01175,0.53821,0.92277,0,0,0.1188,0,0,0,0.09478,0,0,0,0,0,0,0.04071,0,0.06533,0,4.19052,0.12133,0.01177,0,0.00901,0.03378,4.05361,0.16785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00646,0,0.31754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08711,0,0.02259,0,0,0,0.04756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46187,0,0,0,0,0,0,0
16,0,2.54232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33608,0,0,0,0,0,0,0,0,51.49973,0,0,0,0,0,0,0,0,0,0,0,25.83557,0,6.66972,0.02739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20701,0,0,0,0.00897,0.00369,0.0387,0,0,0.05007,0,0,5e-04,0,0.13956,0,0,0,0.0014,0.04048,0,0.01503,0,0,0.0343,0,0,0.1679,0,0,0,0.29159,0,0,0,0,0,0,0,0,0.0266,0,1.10987,0.04921,0,0,0,0.69574,8.29289,0.25369,0,0,0,0,0,0.78319,0,0,0,0,0,0,0,0,0,0,0,0.18926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03313,0,0.00799,0,0,0,0.04793,0,0,0,0,0,0,0,0.14432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45617,0,0,0,0,0,0,0
24,0,0.76183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00163,0,0,0,0,0,0,0,0,55.734,0,0,0,0,0,0,0,0,0,0,0,20.65305,0,6.31685,0.09385,0,0,0,0,0,0,0,0,0,0.00465,0,0,0,0,0,0,0,0,0,0.17127,0,0,0,0,0.00161,0.02776,0,0,0,1.302,0,0,0.02366,0,0.04047,0,0,0.07215,0.01496,0,0,0.02845,0,0.34523,0.37256,0,0,0.44906,0,0,0,2.4451,0,0,0.0067,0,0,0,0.00198,0,0,0,1.61841,0.0251,0,0,0,0.99782,0.97588,0.03051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17462,0,0,0,0,7.2192,0,0
26,0,1.15394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.82702,0,0,0,0,0,0,0,0,0,0,0,17.44911,0,10.27225,0.01694,0,0,0,0,0,0,0,0,0,0.00261,0,0,0,0,0,0,0,0,0,0.18008,0,0,0,0,0.00176,0.01771,0,0,0,0.19337,0,0,0.01379,0,0.12027,0,0,0.02217,0.08227,0,0,0.05353,0,0.18979,0.27429,0,0,0.19907,0,0,0,1.82925,0,0,0,0,0,0,0.00422,0,0,0,1.5994,0.04273,0,0,0,0.69484,0.48318,0.00021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01343,0,0.01664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,0,0,0,0,1.00285,0,0
33,0,1.5757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01718,0,0,0,0,0,0,0,0,68.94604,0,0,0,0,0,0,0,0,0,0,0,11.79853,0,9.22225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39861,0,0,0,0,0,0.02369,0,0,0,0.63421,0,0,0.00855,0,0.15495,0,0,0.04381,0.03475,0,0,0.06538,0,0.37821,0.91934,0,0,0.70252,0,0,0,0.37817,0,0,0,0,0,0,0,0,0,0,1.94819,0,0,0,0,0,1.00968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03882,0,0.0127,0,0,0,0,0,0,0,0,0.08643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68621,0,0,0,0,0.83028,0,0
37,0,0.63398,0,0,0,0,0,0,0.39522,0,0,0,0,0,0,0,0,0,0,0.25342,0,0.0028,0.00067,0,0,0.00169,0,0,48.3321,0,0,0,0,0,0,0,0,0,0,0,26.01864,0,8.46196,0.62676,0,0,0,0,0,0,0,0,0,0.00125,0,0,0,0,0,0,0,0,0,0.08481,0,0,0,0,0.11156,0.01546,0.06756,0,0,0.1686,0,0,0.17248,0,0.24465,0,0,0.02454,0.13731,0.00607,0,0.1839,0,0.04534,0.2031,0,0,0.70645,0,0,0,0.13762,0,0,0,0,0,0,0,0.00913,0.10249,0,1.28407,0.06672,0.00586,0,0.02177,0.82916,5.12912,0.09419,0,0,0,0,0.00282,0.08405,0,0,0,0,0,0,0,0,0,0.00645,0,0.2654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03896,0,0.00571,0,0,0,0.0126,0,0,0,0,0.04089,0,0,0.15294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28881,0,0,0,0,4.52091,0,0
