"time","g__Methanobrevibacter","g__Methanomassiliicoccus","g__Actinobaculum","g__Actinomyces","g__Actinotignum","g__Varibaculum","g__Aeriscardovia","g__Alloscardovia","g__Bifidobacterium","g__Scardovia","g__Corynebacterium","g__Lawsonella","g__Frigoribacterium","g__Kocuria","g__Micrococcus","g__Rothia","g__Cutibacterium","g__Atopobium","g__Olsenella","g__Collinsella","g__Enorma","g__Adlercreutzia","g__Asaccharobacter","g__Eggerthella","g__Enterorhabdus","g__Gordonibacter","g__Slackia","g__Bacteroidetes_unclassified","g__Bacteroides","g__Bacteroidales_unclassified","g__Barnesiella","g__Coprobacter","g__Dysgonomonas","g__Butyricimonas","g__Odoribacter","g__Porphyromonas","g__Sanguibacteroides","g__Alloprevotella","g__Paraprevotella","g__Prevotella","g__Alistipes","g__Rikenella","g__Parabacteroides","g__Candidatus_Gastranaerophilales_unclassified","g__Chlamydia","g__Arthrospira","g__Gemella","g__Paenibacillus","g__Staphylococcus","g__Abiotrophia","g__Granulicatella","g__Bavariicoccus","g__Enterococcus","g__Lactobacillus","g__Pediococcus","g__Sharpea","g__Leuconostoc","g__Weissella","g__Lactococcus","g__Streptococcus","g__Catabacter","g__Christensenella","g__Butyricicoccus","g__Clostridium","g__Hungatella","g__Lactonifactor","g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified","g__Clostridiales_unclassified","g__Intestinimonas","g__Lawsonibacter","g__Monoglobus","g__Anaerofustis","g__Eubacteriaceae_unclassified","g__Eubacterium","g__Anaerocolumna","g__Anaerosporobacter","g__Anaerostipes","g__Anaerotignum","g__Blautia","g__Butyrivibrio","g__Cellulosilyticum","g__Coprococcus","g__Dorea","g__Eisenbergiella","g__Faecalicatena","g__Fusicatenibacter","g__Lachnoclostridium","g__Lachnospira","g__Lachnospiraceae_unclassified","g__Murimonas","g__Robinsoniella","g__Roseburia","g__Sellimonas","g__Shuttleworthia","g__Tyzzerella","g__Oscillibacter","g__Peptococcus","g__Clostridioides","g__Intestinibacter","g__Peptostreptococcus","g__Romboutsia","g__Terrisporobacter","g__Agathobaculum","g__Anaerofilum","g__Anaeromassilibacillus","g__Anaerotruncus","g__Faecalibacterium","g__Flavonifractor","g__Gemmiger","g__Harryflintia","g__Pseudoflavonifractor","g__Ruminococcaceae_unclassified","g__Ruminococcus","g__Ruthenibacterium","g__Absiella","g__Bulleidia","g__Candidatus_Stoquefichus","g__Catenibacterium","g__Coprobacillus","g__Dielma","g__Erysipelatoclostridium","g__Erysipelothrix","g__Faecalicoccus","g__Faecalitalea","g__Holdemanella","g__Holdemania","g__Massiliomicrobiota","g__Solobacterium","g__Turicibacter","g__Firmicutes_unclassified","g__Acidaminococcus","g__Phascolarctobacterium","g__Megamonas","g__Mitsuokella","g__Allisonella","g__Anaeroglobus","g__Dialister","g__Megasphaera","g__Veillonella","g__Anaerococcus","g__Finegoldia","g__Parvimonas","g__Peptoniphilus","g__Tissierellia_unclassified","g__Fusobacterium","g__Victivallis","g__Enhydrobacter","g__Oxalobacter","g__Parasutterella","g__Sutterella","g__Turicimonas","g__Microvirgula","g__Eikenella","g__Neisseria","g__Bilophila","g__Desulfovibrio","g__Desulfovibrionaceae_unclassified","g__Campylobacter","g__Aeromonas","g__Citrobacter","g__Cronobacter","g__Enterobacter","g__Escherichia","g__Klebsiella","g__Kluyvera","g__Kosakonia","g__Leclercia","g__Raoultella","g__Hafnia","g__Morganella","g__Proteus","g__Providencia","g__Serratia","g__Wohlfahrtiimonas","g__Aggregatibacter","g__Haemophilus","g__Acinetobacter","g__Moraxella","g__Pseudomonas","g__Proteobacteria_unclassified","g__Brachyspira","g__Treponema","g__Cloacibacillus","g__Fretibacterium","g__Akkermansia","g__Saccharomyces","g__Blastocystis"
2,0,0,0,0,0,0,0,0,0.1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.28697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00409,0,0,0,0,0.28075,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94062,0,0,0,0,1.79058,0,0,3.12929,0,0,0,0,2.6601,0,0,0,0,0,0,0,0,0,0,0,0,0.65973,0.17095,0,2.7182,0,0.05514,0,0,0,0.61744,0,0,0,0,0,0,0.02233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31774,0.32325,1.03942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02382,0,0.32209,0,0,1.50046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03412,0,0
4,0,0,0,0,0,0,0,0,0.01483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.84239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064,0,0,0,0.36424,0.23753,0,0,0,0.54079,0,0,0,0,0,0,0,0,0,0.2493,0,0,0,0,1.17919,0,0,1.49243,0,0,0,0,4.66858,0,0,0,0,0,0,0,0,0,0,0,0.01663,0.24233,0.02117,0.00487,1.11534,0,0.00417,0,0,0,0.19621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14331,0.43785,0.44362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02204,0,0,0.54942,0,0,0,0,0,0,0,0,0,0,0,0,0.00673,0,0,0,0,0,0,0,0,0.20064,0,0
6,0,0,0,0,0,0,0,0,3.64099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.24373,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30053,0,0,0,1.38273,0.2037,0,0,0,1.10182,0,0,0,0,0,0,0,0,0.30529,12.13271,0,0,0,0.51555,5.04099,0,0,4.68761,0,0,0,0,0.96359,0,0,0,0,0,0,0.14015,0,0,0,0,0.62647,0.2646,0.39539,0,2.77527,0.01229,0.19852,0,0.1005,0,1.61079,0,0,0,0,0,0,0.80551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09872,0,0.00665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34716,0,0,9.50784,0.34758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.14726,0,0
10,0,0,0,0,0,0,0,0,0.03735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.75173,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40244,0,0,0,0.00077,0.16032,0,0,0,0.83974,0,0,0,0,0,0,0,0,0,0.41792,0,0,0,5.76101,0.57681,0,0,1.77275,0,0,0,0,2.02386,0,0,0,0,0,0,0,0,0,0,0,0,0.07623,0.02568,0.67905,1.45773,0,0,0,0,0,0.38413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01159,0,0.87579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83989,0,7.38327,0.01894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3399,0,0
16,0,0,0,0,0,0,0,0,0.01173,0,0,0,0,0,0,0,0.01728,0,0,0,0,0,0,0,0,0,0,0,75.9023,0,0,0,0,0,0,0,0,0,0,0,0.35712,0,3.08276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1614,0,0,0,0.52788,0,0,0,0,0,0,0,0.00228,0,0.35478,0,0,0,2.00612,0.24648,0,0,1.10163,0,0,0,0,4.92709,0,0,0,0,0,0,0,0,0,0,0,0,0.16023,0.00027,0.76566,0.96605,0,0,0,0,0,0.12605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49763,0,0.00714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02253,0,0,0,0,0.24402,0,0,0,0,0,0,0,0,0,0,0,0,0.00983,0,0,0,0,0,0,0,0,8.50174,0,0
24,0,0,0,0,0,0,0,0,0.15848,0,0,0,0,0,0,0,0.01157,0,0,0,0,0,0,0,0,0,0,0,93.61109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02085,0.00088,0,0,0,0,0,0.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7612,0,0,4.7839,0.13858,0.03028,0,0,0,0,0,0,0,0,0,0,0.14657,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0.00137,0,0,0,0,2.0133,0,0,0,0,0,0,0,0.02488,0,0,0,0,0,0,0.05705,0,0.0014,0,0,75.47586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00276,0,0,0.00777,0,0,0.02154,0.02907,0,0,0,0,0,0.38428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52821,0,0,0,0,0,0,0.07169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06575,0,0,0,0,0,0,0,0,0,0,0,0,0.01513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27401,0,0,17.90732,1.74624,0.02865,0,0,0,0,0,0,0,0,0,0,0.01014,0,0,0,0,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0,0,0.21145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.08633,0,0,0,0,0,0,0,0,0,0,0,0,0,23.32448,0,0,0,0,0,0,0,0,0,0.05675,0,0,0,0,0,0,0.08358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95109,0,0,13.13087,1.31094,0.02545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0.61874,0,0,0,0,0,0,0,0.02444,0,0,0,0,0,0,0.00919,0,0,0,0,71.51073,0,0,0,0,0,0,0,0,0,0,0,0,0,7.67546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09229,0,0,0,0,0,0,0,0,0,0,0.25353,0,0,0,16.05141,0,0,0,0,0,0,0.0225,0,0,0,0,0,0,0,0,0,0,0,0,0.04382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03422,0,0.13002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7282,0,0,1.31055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0,0,0.316,0,0,0,0,0,0,0,0.00892,0,0,0,0,0,0,0.00332,0,0,0,0,91.27694,0,0,0,0,0,0,0,0,0,0,0,0,0,4.85211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15738,0,0.57444,0,0,0,0,0,0,0.24914,0,0,0,0,0,0,0,0,0,0,0,0,0.06312,0,0,0.00803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05962,0,1.78626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02825,0,0,0.59129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
